,Return
4980,0.02221891406408938
5004,-0.0016436226166994805
5005,-0.009807320833881694
5045,-0.0005452562704472141
5046,0.006343771626297512
5047,0.0
5048,0.009566741699493786
5076,-0.018726684516541026
5077,-0.03510436432637565
5088,0.006384677030513819
5089,-0.0485139444280569
5090,0.0
5091,0.0038211692777989636
5092,0.006384677030513819
5093,-0.0180378354597448
5094,-0.0180378354597448
5112,-0.08588957055214719
5113,-0.08588957055214719
5114,-0.049645390070921835
5115,0.06349206349206349
5116,0.0
5117,-0.24626865671641796
5148,0.0
5149,0.00038777145310531225
5166,0.004255283537046628
5167,0.029108365110846135
5168,-0.022530294627383096
5169,-0.0010821789712184282
5170,0.015837937384898693
5195,-0.006402294149030707
5196,-0.04908834065413148
5200,0.0
5201,0.0
5202,-0.021555763823805085
5203,0.031128404669260812
5204,0.061111111111111116
5218,0.007934663161762057
5219,-0.011507479597066106
5220,0.02383179962223836
5233,0.014017859093391705
5234,0.0028880684877954366
5235,0.027031963470319553
5262,-0.019634768043677253
5263,0.0
5302,-0.010071942446043258
5303,0.03115727002967361
5304,0.0021582733812948174
5305,0.005502063273727709
5306,0.005502063273727709
5307,0.0
5308,-0.010071942446043258
5309,-0.008287292817679592
5336,0.007002801120448154
5337,-0.03907380607814759
5338,0.0
5370,0.0018362467866324117
5371,0.01074077777777771
5372,0.020444835740489165
5373,0.020444835740489165
5374,0.01074077777777771
5375,0.0
5376,-0.008169365020423314
5394,0.02332467604590871
5395,0.023294819232202668
5396,0.0
5397,-0.0021770501120654817
5421,-0.005260987667381145
5422,0.0
5423,0.0027751617587805644
5439,-0.036941580756013725
5440,0.03051438535309492
5441,0.03051438535309492
5442,0.016865079365079305
5481,-0.019958672400504862
5482,0.04064178398009943
5483,0.0040733538381994006
5500,0.0
5501,0.01129742237255349
5507,-0.028198510382939523
5519,0.029866857507489852
5536,-0.013929618768328544
5537,-0.013929618768328544
5563,0.032901870422543444
5564,0.0
5587,0.0
5588,0.013513467859753714
5589,-0.023376675324675356
5604,0.01518367346938776
5605,0.01518367346938776
5606,-0.03236295966667824
5607,0.0
5608,-0.01984320627802194
5609,-0.01984320627802194
5610,0.0
5611,0.0
5612,-0.03236295966667824
5631,0.012960938547486034
5632,0.0019853517765120454
5633,-0.032456740877913615
5634,0.015891055979365687
5648,0.014510277236379876
5649,-0.0035758043161024933
5664,-0.010052404285507133
5665,-0.07569203824861426
5666,0.0
5667,-0.032756245542524765
5690,-0.05709237786933474
5691,-0.005485491099437523
5692,-0.005485491099437523
5693,0.0
5708,-0.013721804253349457
5709,0.007379451556460026
5710,0.003568707604481247
5711,0.026659331249482277
5712,0.016017880723000255
5713,0.0
5714,-0.013256217078860821
5726,-0.025528572086863432
5727,0.05462721546827698
5728,-0.020354069595630242
5729,0.0
5741,-0.05312710154673839
5742,0.1500340122199595
5743,0.0
5744,0.0
5745,0.0
5746,-0.018419489007724277
5747,0.0
5787,0.0
5788,0.0
5789,0.018816068051079604
5799,-0.00847998399999994
5810,-0.01711493803838937
5831,-0.004141858551854449
5832,-0.004141858551854449
5833,0.04791554000854181
5847,0.003245824822833532
5848,0.0
5849,0.0
5850,0.005502904478841497
5851,0.0
5852,-0.007888289074280519
5866,0.0
5867,0.006802703408243405
5868,0.0
5888,-0.02370368253968258
5889,0.04140472487741764
5890,-0.0031616983550518674
5921,0.02221891406408938
5922,0.0
5923,0.019543973651999114
5924,0.02593538905712567
5934,-0.0006905386978776074
5935,-0.0016436226166994805
5936,0.0
5937,0.0
5969,-0.013303879528609786
5970,0.0
5971,-0.021678710394663514
5981,0.005486922474306155
5982,0.0
5983,-0.03510436432637565
5994,-0.01979444232965355
5995,0.006384677030513819
5996,0.0
5997,0.014699127239320209
5998,-0.0180378354597448
6015,-0.058479532163742576
6016,0.16666666666666652
6017,-0.14925373134328346
6018,-0.05369127516778527
6019,0.0
6020,0.21100917431192667
6021,-0.24626865671641796
6022,-0.1923076923076923
6038,0.024606614578192243
6039,-0.01574200897836775
6043,0.018786163294797653
6044,0.009750739987333334
6045,0.004021901279707363
6059,-0.015546674996487542
6060,-0.01333570755094915
6061,-0.00483266520194503
6062,0.0
6063,-0.00483266520194503
6066,0.0
6067,-0.021555763823805085
6068,0.031128404669260812
6079,0.02383179962223836
6086,-0.045135597366258384
6087,0.014017859093391705
6088,0.0
6104,-0.019634768043677253
6105,0.0
6106,-0.017596900506955393
6122,-0.010071942446043258
6123,0.0
6124,-0.008287292817679592
6135,0.0014605159951064373
6136,0.01317651764705885
6137,0.014862934748586465
6138,-0.03907380607814759
6139,0.028028078078078167
6176,0.0018362467866324117
6177,0.005910602142593202
6178,0.0
6179,0.01074077777777771
6180,0.022932293233082657
6181,-0.030469897209985275
6182,0.022399392558845932
6183,0.00935979069111914
6184,0.01743327215998791
6221,-0.013421566711188881
6222,0.023294819232202668
6223,0.0
6224,-0.013372989929007817
6225,0.0
6226,0.0
6232,0.0
6233,0.020803782505910196
6234,-0.005260987667381145
6235,-0.005260987667381145
6253,0.0
6254,-0.0037914691943128354
6255,-0.0009285051067781103
6256,0.03051438535309492
6257,-0.0009285051067781103
6258,-0.027497708524289677
6259,0.037735849056603765
6280,0.009734776443948379
6281,-0.019958672400504862
6282,-0.04419324959940918
6283,0.0
6290,-0.03590871463269951
6291,-0.009774847097663852
6297,0.0002462987992042365
6298,0.009105530262452977
6299,0.035930453964314824
6314,0.0
6322,-0.013929618768328544
6330,0.032901870422543444
6335,0.0
6352,-0.034354817961583795
6353,-0.03236295966667824
6354,-0.03236295966667824
6355,-0.006852258233750241
6356,0.007244128969389418
6372,0.011507702606495807
6373,-0.013234269793359621
6374,-0.010279703070537716
6389,0.0
6398,-0.01644895984518646
6399,-0.010052404285507133
6409,-0.005485491099437523
6410,-0.021472419925476327
6411,0.0
6412,0.0
6413,0.0
6425,-0.013256217078860821
6426,0.0
6427,0.009467903626814822
6429,0.008418611450307534
6430,0.008418611450307534
6446,-0.05312710154673839
6447,-0.05312710154673839
6448,0.1500340122199595
6449,-0.04073205190483764
6450,0.0
6451,0.0
6452,0.0
6453,-0.05312710154673839
6454,0.0
6455,-0.024911030550947122
6470,0.0
6505,0.0
6506,0.0
6507,-0.007791803266068209
6516,-0.01711493803838937
6524,-0.004141858551854449
6532,0.0
6533,0.003245824822833532
6534,0.003245824822833532
6535,0.0
6536,0.0
6543,0.0
6544,0.0
6568,0.014301169477739073
6569,0.029558658835165064
6570,0.0
6579,-0.008598134278717473
6580,-0.0031143259676703616
6581,0.0
6582,0.0
6597,0.02440746374248315
6598,-0.0006905386978776074
6599,-0.0341497067954466
6600,-0.009807320833881694
6638,-0.02643386665505565
6639,0.0
6646,-0.012932979214780427
6647,-0.00428984747378458
6648,-0.00428984747378458
6649,-0.00428984747378458
6650,-0.012932979214780427
6651,0.02181294337435502
6660,0.0
6661,0.006384677030513819
6662,0.0
6663,0.03046594982078843
6664,0.006384677030513819
6674,-0.014705882352941346
6684,0.024606614578192243
6685,-0.0065089112426035545
