,CIK,Company Name,Date Filed,0,1,2,3,4,5,6,7,8,9
464,1280452,MONOLITHIC POWER SYSTEMS INC,2/4/2015,exhibit,act,decemb,year,announc,mp,index,releas,press,end
486,23082,COMPUTER SCIENCES CORP,2/9/2015,risk,factor,offic,intent,statement,file,subsequ,februari,compani,monday
506,2488,ADVANCED MICRO DEVICES INC,1/20/2015,cost,loss,sever,gaap,charg,compani,non,goodwil,asset,impair
529,310568,MICROSEMI CORP,1/22/2015,author,program,januari,price,share,corpor,repurchas,event,board,exhibit
548,701811,MENTOR GRAPHICS CORP,2/26/2015,outlook,date,commiss,year,compani,result,quarter,announc,februari,secur
577,703361,INTEGRATED DEVICE TECHNOLOGY INC,2/2/2015,press,dissemin,februari,gaap,financi,exhibit,measur,regul,releas,entireti
599,70866,NCR CORP,2/10/2015,februari,outlook,quarter,copi,compani,post,year,herebi,discuss,materi
638,714603,DST SYSTEMS INC,1/29/2015,news,act,exhibit,januari,hereof,file,item,date,conditionse,concern
659,733269,ACXIOM CORP,2/4/2015,measur,cash,gaap,compani,avail,incom,flow,segment,exclud,non
724,749251,GARTNER INC,2/5/2015,exhibit,month,decemb,twelv,act,instruct,form,file,exchang,respect
817,7536,ARROW ELECTRONICS INC,2/5/2015,februari,cfo,act,releas,registr,press,exhibit,file,commentari,exchang
841,772406,CIRRUS LOGIC INC,1/28/2015,text,month,form,year,compani,press,januari,report,quarter,condit
867,790703,TECH DATA CORP,3/19/2015,gaap,januari,incom,non,month,twelv,end,margin,tax,dilut
887,797721,VIASAT INC,2/10/2015,exhibit,file,februari,section,press,hereof,specif,number,issu,languag
947,813672,CADENCE DESIGN SYSTEMS INC,2/4/2015,releas,exhibitsexhibit,exhibit,year,februari,januari,press,result,item,herein
971,814547,FAIR ISAAC CORP,1/29/2015,exhibit,financi,condit,statement,item,result,,,,
1006,817720,SYNAPTICS INC,1/29/2015,exhibit,report,form,avail,registr,document,chang,reserv,shell,circumst
1021,851205,COGNEX CORP,2/12/2015,hereto,news,act,decemb,file,februari,report,attach,languag,secur
1039,860731,TYLER TECHNOLOGIES INC,2/5/2015,result,news,releas,issu,condit,financi,februari,exhibit,decemb,hereto
1061,877212,ZEBRA TECHNOLOGIES CORP,3/17/2015,march,act,exhibit,posit,exchang,file,descript,decemb,refer,contain
1080,883241,SYNOPSYS INC,2/18/2015,measur,gaap,tax,non,busi,expens,cost,exclud,compens,settlement
1116,8858,AVNET INC,1/22/2015,herein,review,januari,incorpor,file,forth,result,section,refer,act
1128,895419,CREE INC,1/20/2015,item,exhibit,januari,releas,furthermor,press,compani,decemb,section,act
1161,898293,JABIL CIRCUIT INC,3/18/2015,exhibit,march,act,herewith,regardless,report,exchang,file,press,releas
1180,910638,3D SYSTEMS CORP,2/26/2015,exhibit,compani,herewith,sec,webcast,call,press,slide,plan,item
1227,936395,CIENA CORP,3/5/2015,januari,discuss,call,com,corpor,investor,websit,end,highlight,march
1267,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,5/21/2015,compani,result,prepar,quarter,post,statement,estim,remark,brcd,includ
1286,1013462,ANSYS INC,5/6/2015,date,document,exhibit,remark,copi,press,item,releas,herein,statement
1321,1032220,MAXIMUS INC,5/12/2015,accompani,transcript,call,form,slide,respect,confer,text,item,result
1324,103730,VISHAY INTERTECHNOLOGY INC,5/5/2015,stock,debentur,ep,share,price,convers,dilut,princip,comput,convert
1351,1038074,SILICON LABORATORIES INC,4/29/2015,april,gaap,inform,measur,supplement,financi,result,addit,investor,press
1364,1056696,MANHATTAN ASSOCIATES INC,4/21/2015,compens,adjust,gaap,measur,share,acquisit,incom,cost,perform,competitor
1397,1062047,CONVERGYS CORP,5/5/2015,gaap,press,date,releas,therein,affair,speak,cautionari,statement,sinc
1413,1078075,NETSCOUT SYSTEMS INC,4/30/2015,expressli,april,hold,exhibit,compani,topic,file,herebi,futur,intent
1450,1111928,IPG PHOTONICS CORP,4/28/2015,specif,act,file,april,conditionon,forth,form,exhibit,corpor,text
1466,1169561,COMMVAULT SYSTEMS INC,5/5/2015,press,act,section,conditionon,releas,march,pursuant,exhibit,item,secur
1493,1177394,SYNNEX CORP,6/25/2015,file,act,june,exhibit,exchang,press,section,inform,text,refer
1520,1262039,FORTINET INC,4/20/2015,april,act,file,exhibit,refer,exchang,march,press,secur,herewith
1548,1265888,NEUSTAR INC,4/29/2015,call,releas,act,april,exhibit,copi,incorpor,replay,press,today
1580,1280452,MONOLITHIC POWER SYSTEMS INC,4/22/2015,director,vote,resolut,committe,promptli,polici,mp,board,resign,revenu
1632,23082,COMPUTER SCIENCES CORP,5/19/2015,risk,subsequ,file,litig,compani,tuesday,intent,factor,statement,reform
1661,2488,ADVANCED MICRO DEVICES INC,4/16/2015,impair,charg,loss,repres,stock,asset,gaap,cost,base,possibl
1690,310568,MICROSEMI CORP,4/23/2015,date,press,item,herein,april,statement,corpor,exhibit,releas,condit
1721,701811,MENTOR GRAPHICS CORP,5/22/2015,commiss,outlook,quarter,year,result,financi,compani,date,secur,exchang
1759,703361,INTEGRATED DEVICE TECHNOLOGY INC,5/4/2015,dissemin,exhibit,regul,press,releas,financi,measur,publicli,entireti,gaap
1780,70866,NCR CORP,4/28/2015,copi,april,compani,outlook,quarter,post,year,herebi,discuss,materi
1813,714603,DST SYSTEMS INC,4/23/2015,exhibit,act,conditionse,date,hereof,file,news,april,concern,item
1861,733269,ACXIOM CORP,5/21/2015,gaap,cash,flow,avail,measur,loss,segment,record,non,compani
1895,749251,GARTNER INC,5/7/2015,author,compani,stock,price,repurchas,market,substanti,succe,hand,prevail
1921,7536,ARROW ELECTRONICS INC,4/30/2015,april,releas,press,commentari,cfo,act,file,registr,exhibit,exchang
1939,772406,CIRRUS LOGIC INC,4/28/2015,press,text,april,year,result,form,compani,report,quarter,condit
1968,790703,TECH DATA CORP,5/28/2015,non,incom,gaap,month,margin,april,dilut,tax,share,end
1988,797721,VIASAT INC,5/19/2015,descript,section,file,specif,exhibit,press,hereof,languag,act,date
2009,813672,CADENCE DESIGN SYSTEMS INC,4/27/2015,exhibitsexhibit,april,press,exhibit,result,releas,item,end,herein,quarter
2025,814547,FAIR ISAAC CORP,4/23/2015,exhibit,financi,condit,statement,item,result,,,,
2047,817720,SYNAPTICS INC,4/23/2015,form,exhibit,report,avail,document,registr,chang,reserv,shell,circumst
2055,851205,COGNEX CORP,5/4/2015,act,file,news,april,hereto,languag,secur,report,attach,gener
2083,860731,TYLER TECHNOLOGIES INC,4/23/2015,number,news,releas,april,exhibit,condit,march,issu,financi,result
2123,877212,ZEBRA TECHNOLOGIES CORP,5/13/2015,file,act,exchang,exhibit,posit,descript,april,refer,contain,secur
2147,883241,SYNOPSYS INC,5/20/2015,measur,gaap,tax,non,bank,busi,cost,expens,exclud,compens
2160,8858,AVNET INC,4/23/2015,review,april,exhibit,result,incorpor,herein,forth,cfo,quarter,form
2170,895419,CREE INC,4/21/2015,exhibit,april,press,item,furthermor,compani,section,march,act,report
2202,898293,JABIL CIRCUIT INC,6/17/2015,regardless,report,file,exhibitno,herewith,exhibit,exchang,press,june,act
2221,910638,3D SYSTEMS CORP,4/24/2015,preliminari,sec,press,compani,call,april,march,item,file,releas
2222,910638,3D SYSTEMS CORP,5/6/2015,press,compani,exhibit,sec,herewith,call,webcast,slide,plan,item
2275,936395,CIENA CORP,5/4/2015,sec,propos,proxi,cyan,transact,joint,document,statement,merger,prospectu
2277,936395,CIENA CORP,6/4/2015,corpor,call,investor,discuss,websit,com,june,april,time,exhibit
2287,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,8/20/2015,remark,regard,august,result,compani,look,estim,accompani,slide,financi
2308,1013462,ANSYS INC,8/5/2015,copi,document,issu,exhibit,date,august,remark,press,prepar,registr
2337,1032220,MAXIMUS INC,8/10/2015,transcript,call,form,accompani,slide,confer,august,respect,text,issu
2342,103730,VISHAY INTERTECHNOLOGY INC,8/4/2015,comput,convers,price,princip,stock,share,debentur,ep,dilut,convert
2354,1038074,SILICON LABORATORIES INC,7/29/2015,gaap,measur,inform,supplement,financi,result,juli,addit,press,investor
2369,1056696,MANHATTAN ASSOCIATES INC,7/21/2015,incom,adjust,share,compens,measur,acquisit,gaap,cost,competitor,believ
2375,1062047,CONVERGYS CORP,8/4/2015,august,gaap,releas,press,date,cautionari,speak,statement,affair,therein
2405,1078075,NETSCOUT SYSTEMS INC,7/30/2015,expressli,compani,hold,exhibit,juli,topic,herebi,intent,futur,file
2433,1111928,IPG PHOTONICS CORP,7/28/2015,forth,act,juli,corpor,exhibit,file,conditionon,form,text,specif
2449,1169561,COMMVAULT SYSTEMS INC,7/28/2015,exhibit,juli,press,releas,item,conditionon,pursuant,june,act,section
2465,1177394,SYNNEX CORP,9/28/2015,exhibit,act,septemb,exchang,file,press,text,inform,section,refer
2499,1262039,FORTINET INC,7/22/2015,press,act,file,juli,exhibit,refer,exchang,releas,june,secur
2519,1265888,NEUSTAR INC,7/30/2015,releas,pti,press,juli,ltd,bombora,australia,acquisit,exhibit,call
2545,1280452,MONOLITHIC POWER SYSTEMS INC,7/27/2015,press,analyst,juli,june,act,mp,releas,exhibit,day,announc
2575,23082,COMPUTER SCIENCES CORP,8/11/2015,factor,chief,risk,intent,offic,statement,file,august,subsequ,compani
2595,2488,ADVANCED MICRO DEVICES INC,7/6/2015,financi,item,condit,result,,,,,,
2596,2488,ADVANCED MICRO DEVICES INC,7/16/2015,asset,stock,base,sever,gaap,loss,charg,repres,compani,restrict
2603,310568,MICROSEMI CORP,7/23/2015,juli,repurchas,program,stock,expir,author,corpor,privat,press,copi
2621,701811,MENTOR GRAPHICS CORP,8/20/2015,quarter,result,august,year,outlook,commiss,announc,compani,date,secur
2630,703361,INTEGRATED DEVICE TECHNOLOGY INC,8/3/2015,press,measur,releas,exhibit,august,regul,financi,gaap,dissemin,entireti
2638,70866,NCR CORP,7/28/2015,outlook,quarter,juli,year,compani,copi,post,herebi,materi,websit
2662,714603,DST SYSTEMS INC,7/23/2015,juli,news,hereof,exhibit,date,file,act,conditionse,concern,item
2681,733269,ACXIOM CORP,8/5/2015,measur,gaap,cash,flow,incom,segment,avail,exclud,non,compani
2705,749251,GARTNER INC,7/30/2015,instruct,june,exchang,file,month,act,exhibit,form,respect,financi
2715,7536,ARROW ELECTRONICS INC,7/28/2015,juli,exchang,commentari,exhibit,file,releas,act,registr,press,cfo
2742,772406,CIRRUS LOGIC INC,7/22/2015,press,juli,text,year,result,form,report,compani,quarter,condit
2757,790703,TECH DATA CORP,8/21/2015,gaap,non,incom,month,share,dilut,juli,tax,margin,end
2784,797721,VIASAT INC,8/6/2015,section,exhibit,file,issu,august,press,specif,descript,hereof,languag
2819,813672,CADENCE DESIGN SYSTEMS INC,7/27/2015,result,herein,item,releas,exhibitsexhibit,end,exhibit,juli,press,quarter
2830,814547,FAIR ISAAC CORP,7/29/2015,exhibit,financi,condit,statement,item,result,,,,
2834,851205,COGNEX CORP,8/3/2015,news,juli,file,august,hereto,act,languag,report,attach,secur
2849,860731,TYLER TECHNOLOGIES INC,7/23/2015,juli,news,releas,condit,june,issu,exhibit,financi,result,hereto
2854,877212,ZEBRA TECHNOLOGIES CORP,8/11/2015,file,act,august,exhibit,exchang,descript,contain,juli,refer,secur
2866,883241,SYNOPSYS INC,8/19/2015,tax,expens,exclud,measur,cost,gaap,busi,non,compens,settlement
2896,8858,AVNET INC,8/5/2015,incorpor,review,result,exhibit,august,forth,quarter,cfo,herein,form
2915,895419,CREE INC,8/11/2015,august,exhibit,item,issu,releas,press,furthermor,compani,june,section
2922,898293,JABIL CIRCUIT INC,9/24/2015,exchang,regardless,file,report,act,herewith,septemb,exhibit,press,august
2931,910638,3D SYSTEMS CORP,8/6/2015,sec,exhibit,call,webcast,herewith,compani,press,august,plan,slide
2969,936395,CIENA CORP,9/3/2015,donou,locoh,note,mr,vice,investor,convers,appoint,offic,presid
3000,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,11/23/2015,year,regard,remark,look,compani,result,accompani,estim,slide,financi
3013,1013462,ANSYS INC,11/5/2015,remark,exhibit,copi,registr,press,document,releas,novemb,date,item
3057,1032220,MAXIMUS INC,11/17/2015,accompani,transcript,call,form,slide,text,item,respect,result,confer
3061,103730,VISHAY INTERTECHNOLOGY INC,10/8/2015,press,outlook,refer,item,octob,releas,exhibit,date,report,quarter
3062,103730,VISHAY INTERTECHNOLOGY INC,11/3/2015,stock,price,debentur,convers,share,ep,dilut,princip,comput,convert
3072,1038074,SILICON LABORATORIES INC,10/28/2015,gaap,measur,inform,octob,financi,supplement,result,addit,press,investor
3087,1056696,MANHATTAN ASSOCIATES INC,10/20/2015,acquisit,incom,share,compens,gaap,cost,measur,adjust,perform,base
3096,1062047,CONVERGYS CORP,11/4/2015,press,affair,releas,statement,cautionari,sinc,gaap,speak,date,therein
3115,1078075,NETSCOUT SYSTEMS INC,10/29/2015,hold,compani,exhibit,expressli,file,octob,herebi,topic,intent,futur
3130,1111928,IPG PHOTONICS CORP,10/27/2015,director,amend,corpor,incent,board,complet,deleg,power,officersth,departur
3158,1169561,COMMVAULT SYSTEMS INC,10/27/2015,exhibit,octob,press,releas,item,conditionon,pursuant,septemb,section,act
3206,1262039,FORTINET INC,10/22/2015,press,exchang,exhibit,file,septemb,releas,refer,act,octob,secur
3207,1262039,FORTINET INC,10/27/2015,revenu,defer,meru,bill,period,month,septemb,gaap,compar,year
3209,1265888,NEUSTAR INC,10/29/2015,incorpor,call,releas,octob,replay,today,press,broadcast,exhibit,act
3250,1280452,MONOLITHIC POWER SYSTEMS INC,10/26/2015,septemb,releas,exhibit,index,act,press,mp,end,announc,result
3290,23082,COMPUTER SCIENCES CORP,11/4/2015,offic,csc,wednesday,pm,et,file,execut,chief,herein,part
3320,2488,ADVANCED MICRO DEVICES INC,10/15/2015,transact,parti,jv,compani,gaap,risk,non,includ,factor,statement
3363,310568,MICROSEMI CORP,11/5/2015,author,purchas,quarter,share,board,program,price,event,exhibit,item
3380,701811,MENTOR GRAPHICS CORP,11/19/2015,outlook,novemb,commiss,quarter,compani,announc,result,date,secur,exchang
3394,703361,INTEGRATED DEVICE TECHNOLOGY INC,10/26/2015,exhibit,releas,measur,press,regul,dissemin,financi,octob,gaap,publicli
3416,70866,NCR CORP,10/27/2015,outlook,octob,quarter,post,year,websit,herebi,copi,materi,compani
3467,714603,DST SYSTEMS INC,10/22/2015,conditionse,act,septemb,news,octob,file,exhibit,refer,concern,date
3483,733269,ACXIOM CORP,11/4/2015,measur,gaap,cash,flow,avail,segment,compani,incom,exclud,loss
3509,749251,GARTNER INC,11/5/2015,form,septemb,file,exhibit,financi,respect,instruct,exchang,month,act
3520,7536,ARROW ELECTRONICS INC,10/28/2015,exhibit,releas,act,file,registr,cfo,press,octob,commentari,exchang
3546,772406,CIRRUS LOGIC INC,10/28/2015,press,month,text,year,form,octob,compani,quarter,report,condit
3557,790703,TECH DATA CORP,11/24/2015,incom,gaap,non,dilut,tax,impact,month,octob,margin,share
3596,797721,VIASAT INC,11/9/2015,press,file,exhibit,section,novemb,specif,descript,issu,hereof,languag
3612,813672,CADENCE DESIGN SYSTEMS INC,10/26/2015,result,releas,chief,exhibitsexhibit,octob,end,press,cfo,commentari,quarter
3647,814547,FAIR ISAAC CORP,11/5/2015,exhibit,financi,condit,statement,item,result,,,,
3649,851205,COGNEX CORP,11/2/2015,octob,news,languag,act,hereto,file,report,secur,attach,corpor
3696,860731,TYLER TECHNOLOGIES INC,10/22/2015,octob,number,septemb,exhibit,condit,issu,releas,news,financi,result
3714,877212,ZEBRA TECHNOLOGIES CORP,11/10/2015,novemb,exchang,file,act,posit,exhibit,descript,octob,refer,contain
3732,883241,SYNOPSYS INC,12/2/2015,rate,measur,gaap,non,tax,mix,cost,busi,project,signific
3741,8858,AVNET INC,10/29/2015,exhibit,herein,incorpor,cfo,result,octob,review,quarter,forth,form
3755,895419,CREE INC,10/20/2015,item,exhibit,compani,furthermor,octob,releas,press,septemb,section,act
3807,898293,JABIL CIRCUIT INC,12/16/2015,regardless,decemb,report,herewith,exhibit,file,exchang,act,novemb,press
3829,910638,3D SYSTEMS CORP,11/4/2015,call,press,webcast,sec,exhibit,item,compani,septemb,month,secur
3870,936395,CIENA CORP,12/10/2015,websit,time,call,year,end,com,octob,discuss,decemb,investor
3884,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,2/17/2016,remark,regard,estim,compani,result,januari,accompani,prepar,slide,quarter
3924,1013462,ANSYS INC,2/25/2016,februari,remark,document,exhibit,date,registr,copi,press,releas,item
3951,1032220,MAXIMUS INC,2/9/2016,result,slide,call,confer,item,form,accompani,transcript,text,respect
3986,103730,VISHAY INTERTECHNOLOGY INC,2/9/2016,dilut,share,stock,convers,convert,price,princip,debentur,ep,comput
4010,1038074,SILICON LABORATORIES INC,2/3/2016,financi,result,measur,supplement,gaap,inform,februari,addit,press,investor
4046,1056696,MANHATTAN ASSOCIATES INC,2/2/2016,measur,adjust,incom,share,gaap,cost,acquisit,compens,perform,base
4075,1062047,CONVERGYS CORP,2/23/2016,report,decemb,commiss,releas,item,exhibit,form,hereof,press,februari
4087,1078075,NETSCOUT SYSTEMS INC,1/28/2016,januari,compani,exhibit,hold,expressli,topic,herebi,file,intent,futur
4123,1111928,IPG PHOTONICS CORP,2/12/2016,forth,corpor,file,act,februari,exhibit,conditionon,form,specif,text
4148,1169561,COMMVAULT SYSTEMS INC,1/27/2016,decemb,act,januari,section,conditionon,releas,exhibit,item,press,pursuant
4173,1177394,SYNNEX CORP,1/7/2016,meet,day,date,headquart,stockhold,bylaw,propos,provis,corpor,record
4176,1177394,SYNNEX CORP,3/28/2016,file,act,exhibit,march,exchang,press,section,inform,text,refer
4209,1262039,FORTINET INC,1/28/2016,refer,act,januari,exhibit,exchang,file,press,decemb,releas,secur
4233,1265888,NEUSTAR INC,2/4/2016,act,februari,exhibit,year,copi,incorpor,replay,call,releas,press
4266,1280452,MONOLITHIC POWER SYSTEMS INC,2/4/2016,program,decemb,releas,year,stock,februari,exhibit,mp,press,repurchas
4288,23082,COMPUTER SCIENCES CORP,2/9/2016,statement,risk,file,offic,intent,factor,subsequ,compani,februari,tuesday
4298,2488,ADVANCED MICRO DEVICES INC,1/19/2016,loss,gaap,non,compani,measur,financi,supplement,commentari,cfo,expens
4327,310568,MICROSEMI CORP,1/11/2016,pmc,sierra,inc,subsidiari,propos,januari,guidanc,acquisit,relat,exhibit
4329,310568,MICROSEMI CORP,1/28/2016,quarter,copi,corpor,januari,result,exhibit,attach,press,releas,item
4356,701811,MENTOR GRAPHICS CORP,3/3/2016,year,outlook,commiss,compani,march,announc,result,quarter,date,secur
4371,703361,INTEGRATED DEVICE TECHNOLOGY INC,2/1/2016,measur,press,februari,exhibit,regul,releas,gaap,financi,dissemin,entireti
4401,70866,NCR CORP,2/9/2016,februari,outlook,quarter,copi,compani,post,year,herebi,discuss,materi
4461,714603,DST SYSTEMS INC,1/28/2016,concern,januari,news,file,exhibit,decemb,conditionse,refer,act,date
4482,733269,ACXIOM CORP,2/4/2016,equiti,use,compani,gaap,cash,non,measur,flow,impact,avail
4538,749251,GARTNER INC,2/4/2016,exhibit,month,decemb,twelv,act,instruct,form,file,exchang,respect
4619,7536,ARROW ELECTRONICS INC,2/4/2016,act,registr,februari,file,releas,press,exchang,cfo,quarter,languag
4637,772406,CIRRUS LOGIC INC,1/7/2016,identifi,anticip,cautionari,act,differ,file,forth,import,factor,revenu
4638,772406,CIRRUS LOGIC INC,1/27/2016,text,month,form,year,compani,press,januari,report,quarter,condit
4682,790703,TECH DATA CORP,3/4/2016,gaap,non,tax,januari,margin,incom,month,impact,dilut,twelv
4694,797721,VIASAT INC,2/9/2016,issu,section,file,exhibit,specif,descript,press,februari,hereof,languag
4735,813672,CADENCE DESIGN SYSTEMS INC,2/3/2016,llc,merril,januari,smith,commentari,pierc,lynch,loan,fenner,year
4767,814547,FAIR ISAAC CORP,1/28/2016,exhibit,financi,condit,statement,item,result,,,,
4786,851205,COGNEX CORP,2/10/2016,file,news,act,decemb,hereto,februari,attach,languag,report,secur
4799,860731,TYLER TECHNOLOGIES INC,2/18/2016,news,number,exhibit,releas,issu,februari,decemb,condit,result,financi
4820,877212,ZEBRA TECHNOLOGIES CORP,2/25/2016,descript,act,februari,exhibit,exchang,file,posit,decemb,refer,contain
4846,883241,SYNOPSYS INC,2/17/2016,tax,measur,gaap,non,rate,mix,exclud,busi,project,cost
4879,8858,AVNET INC,1/28/2016,januari,exhibit,review,incorpor,result,herein,forth,cfo,quarter,form
4889,895419,CREE INC,1/19/2016,item,exhibit,januari,releas,furthermor,press,compani,decemb,section,act
4903,898293,JABIL CIRCUIT INC,3/16/2016,exhibit,march,act,herewith,regardless,report,exchang,file,press,releas
4918,910638,3D SYSTEMS CORP,2/11/2016,goodwil,compani,preliminari,charg,impair,februari,test,press,conclud,intang
4919,910638,3D SYSTEMS CORP,2/25/2016,preliminari,compani,item,februari,forth,exhibit,press,releas,thing,sec
4920,910638,3D SYSTEMS CORP,3/14/2016,march,sec,call,webcast,compani,herewith,press,exhibit,slide,plan
4973,936395,CIENA CORP,3/3/2016,januari,discuss,call,com,corpor,investor,websit,end,highlight,march
5026,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,5/2/2016,dilut,offer,rucku,sec,gaap,document,preliminari,share,addit,risk
5027,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,5/19/2016,rucku,condens,document,april,thereto,offer,statement,sec,recommend,month
5068,1013462,ANSYS INC,5/5/2016,date,document,exhibit,remark,copi,press,item,releas,herein,statement
5090,1032220,MAXIMUS INC,5/9/2016,accompani,transcript,call,form,slide,respect,confer,text,item,result
5095,103730,VISHAY INTERTECHNOLOGY INC,5/3/2016,ep,convers,price,princip,stock,comput,dilut,share,debentur,convert
5114,1038074,SILICON LABORATORIES INC,4/27/2016,april,gaap,inform,measur,supplement,financi,result,addit,investor,press
5127,1056696,MANHATTAN ASSOCIATES INC,4/19/2016,cost,incom,measur,acquisit,gaap,adjust,share,compens,perform,non
5151,1062047,CONVERGYS CORP,5/9/2016,march,date,item,report,form,press,hereof,exhibit,commiss,contain
5158,1078075,NETSCOUT SYSTEMS INC,5/5/2016,topic,intent,exhibit,file,futur,expressli,press,herebi,hold,compani
5184,1111928,IPG PHOTONICS CORP,4/28/2016,specif,act,file,april,conditionon,forth,form,exhibit,corpor,text
5211,1169561,COMMVAULT SYSTEMS INC,5/3/2016,press,act,section,conditionon,releas,march,pursuant,exhibit,item,secur
5241,1177394,SYNNEX CORP,6/23/2016,file,act,june,exhibit,exchang,press,section,inform,text,refer
5260,1262039,FORTINET INC,4/26/2016,april,act,file,exhibit,refer,exchang,march,press,secur,herewith
5290,1265888,NEUSTAR INC,4/28/2016,call,releas,act,april,exhibit,copi,incorpor,replay,press,today
5322,1280452,MONOLITHIC POWER SYSTEMS INC,5/2/2016,press,act,file,end,secur,index,march,exhibit,result,releas
5378,23082,COMPUTER SCIENCES CORP,5/24/2016,hewlett,merger,file,packard,creat,leader,factor,segment,subsequ,compani
5407,2488,ADVANCED MICRO DEVICES INC,4/21/2016,commentari,gaap,non,loss,measur,financi,compani,supplement,march,cfo
5424,310568,MICROSEMI CORP,4/28/2016,april,result,attach,exhibit,corpor,quarter,copi,press,releas,item
5442,701811,MENTOR GRAPHICS CORP,5/19/2016,commiss,outlook,compani,year,quarter,date,financi,result,secur,exchang
5469,703361,INTEGRATED DEVICE TECHNOLOGY INC,5/2/2016,dissemin,gaap,financi,releas,exhibit,regul,press,measur,publicli,entireti
5492,70866,NCR CORP,4/26/2016,copi,april,compani,outlook,quarter,post,year,herebi,discuss,materi
5532,714603,DST SYSTEMS INC,4/21/2016,concern,april,file,conditionse,news,exhibit,march,refer,act,date
5572,733269,ACXIOM CORP,5/17/2016,cash,gaap,measur,record,flow,loss,revenu,avail,compani,non
5620,749251,GARTNER INC,5/5/2016,month,march,exhibit,act,instruct,financi,file,exchang,form,item
5660,7536,ARROW ELECTRONICS INC,5/3/2016,file,commentari,act,releas,press,exchang,cfo,quarter,languag,section
5676,772406,CIRRUS LOGIC INC,4/26/2016,press,text,april,year,result,form,compani,report,quarter,condit
5688,790703,TECH DATA CORP,5/26/2016,gaap,non,incom,month,april,measur,margin,accord,impact,currenc
5704,797721,VIASAT INC,5/24/2016,descript,section,file,specif,exhibit,press,hereof,languag,act,date
5729,813672,CADENCE DESIGN SYSTEMS INC,4/25/2016,commentari,april,chief,ribar,geoffrey,director,press,decid,releas,compensatori
5738,814547,FAIR ISAAC CORP,5/4/2016,exhibit,financi,condit,statement,item,result,,,,
5746,851205,COGNEX CORP,5/2/2016,act,file,news,april,hereto,languag,secur,report,attach,gener
5775,860731,TYLER TECHNOLOGIES INC,4/28/2016,march,news,releas,condit,issu,financi,april,exhibit,result,hereto
5803,877212,ZEBRA TECHNOLOGIES CORP,5/10/2016,file,act,exchang,exhibit,posit,descript,april,refer,contain,secur
5823,883241,SYNOPSYS INC,5/18/2016,busi,non,gaap,measur,rate,mix,tax,exclud,project,cost
5833,8858,AVNET INC,4/28/2016,review,april,exhibit,result,incorpor,herein,forth,cfo,quarter,form
5841,895419,CREE INC,4/5/2016,compani,david,appoint,hiller,presid,formerli,director,vice,carolina,elien
5842,895419,CREE INC,4/26/2016,exhibit,april,press,item,furthermor,compani,section,march,act,report
5848,898293,JABIL CIRCUIT INC,6/15/2016,exhibit,regardless,act,herewith,june,report,exchang,file,press,releas
5869,910638,3D SYSTEMS CORP,5/5/2016,sec,compani,call,webcast,herewith,exhibit,press,slide,plan,item
5896,935494,NATIONAL INSTRUMENTS CORP,4/4/2016,exhibit,april,march,preliminari,section,date,registr,press,incorpor,otherwis
5897,935494,NATIONAL INSTRUMENTS CORP,4/28/2016,exhibit,registr,date,april,incorpor,regard,text,press,march,section
5930,936395,CIENA CORP,6/2/2016,websit,end,april,june,corpor,discuss,call,investor,com,time
5940,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,8/25/2016,regard,remark,outlook,look,compani,accompani,prepar,juli,slide,statement
5955,1013462,ANSYS INC,8/4/2016,copi,document,issu,exhibit,date,august,remark,press,prepar,registr
5980,1032220,MAXIMUS INC,8/8/2016,transcript,call,form,accompani,slide,confer,august,respect,text,issu
5982,103730,VISHAY INTERTECHNOLOGY INC,8/2/2016,dilut,share,stock,convers,convert,price,princip,debentur,ep,comput
5995,1038074,SILICON LABORATORIES INC,7/27/2016,core,stock,ongo,exclud,gaap,meaning,cost,measur,non,financi
6003,1056696,MANHATTAN ASSOCIATES INC,7/19/2016,acquisit,incom,share,compens,gaap,cost,measur,adjust,perform,non
6015,1062047,CONVERGYS CORP,8/8/2016,releas,form,item,press,august,commiss,conditionon,report,exhibit,june
6038,1078075,NETSCOUT SYSTEMS INC,7/28/2016,expressli,compani,hold,exhibit,juli,topic,herebi,intent,futur,file
6061,1111928,IPG PHOTONICS CORP,7/28/2016,juli,act,corpor,file,conditionon,forth,exhibit,form,specif,text
6087,1169561,COMMVAULT SYSTEMS INC,7/26/2016,exhibit,juli,press,releas,item,conditionon,pursuant,june,act,section
6110,1177394,SYNNEX CORP,9/26/2016,letter,septemb,murai,sever,amend,plan,mr,kevin,formula,defin
6138,1262039,FORTINET INC,7/28/2016,press,act,file,juli,exhibit,refer,exchang,releas,june,secur
6145,1265888,NEUSTAR INC,7/28/2016,incorpor,call,act,replay,juli,exhibit,copi,press,releas,today
6165,1280452,MONOLITHIC POWER SYSTEMS INC,7/25/2016,june,exhibit,press,mp,announc,index,releas,act,end,result
6200,23082,COMPUTER SCIENCES CORP,8/8/2016,risk,statement,intent,offic,file,chief,subsequ,factor,august,monday
