,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,Topic26,Topic27,Topic28,Topic29,CIK,Company Name,Date Filed
8049,-0.004108732938745102,0.03404031044479405,0.01180255172715652,0.0007284560449602376,0.013538943965278109,-3.12858529458364e-05,-0.0016901012587814995,0.001938149705662926,-0.013336313101220755,0.0036978706067599394,7.093083715035777e-05,-6.898202417750932e-05,-0.001608761696449904,-0.06560333640083243,-1.8247405744544483e-05,-0.03359778926978784,0.02428232929158702,-0.037981072606540364,3.0586010091566636e-05,-0.0041891457026929846,0.20193903891316184,-0.008694677870666943,-0.0003399802880368923,-0.0002028717479757563,0.005132631668149191,2.3947970260440883e-05,0.00037822296912465753,-0.006481360638848562,0.007221920284308033,0.000553068151224596,1056696,MANHATTAN ASSOCIATES INC,4/23/2013
8078,-0.03912617771754144,0.05924714909526775,0.02938458648401761,0.0005273722536221961,0.00018076853276010523,-0.00031348562908575225,-0.001755214754076855,0.0006503208426602825,-0.06973973446167595,0.03477719497064739,0.000675443295164554,-0.0006579803900454516,-0.010376432866423316,-0.04125215299488429,-0.00017376433335752176,-0.0718774988373151,0.03214610182217468,-0.05037132994879946,0.00029126100049682373,0.0010654319046953362,-0.001662092840953736,-0.007991183821751393,0.005103568527506521,0.04431356955662303,0.03169979003249644,0.0002288042413454407,-0.0008312565932753036,-0.0004949722160733039,0.014312111023122043,0.018118764794799628,1062047,CONVERGYS CORP,4/30/2013
8093,-0.04391133602109995,-0.0004100796214851417,0.02631123132995184,-0.007393720289955343,-0.0008634707592010364,0.0006147322800169404,0.002678174549247616,-0.0004802317762497401,-0.03719772100294176,-0.005200043691561001,0.000758601155348084,-0.0007373217703132328,-0.023965770723142352,-0.0006255038292096286,-0.00019501583021036336,-0.10614886760332143,-0.00026513537753344423,-0.08092111123214513,0.0003268824201277343,-0.0005079211192002759,0.007883526970634276,-0.03642073091094046,-0.0014241275835404667,-0.0028990461824253038,0.05070121349273171,0.00020987529461678279,-0.005215016961467709,0.008565159387306245,0.04640303040222922,0.05138549587794677,1078075,NETSCOUT SYSTEMS INC,4/25/2013
8110,0.0002016300490178243,0.0005166079729415048,0.14386950382452499,-0.00028012674874210424,-1.0336615916030306e-05,-4.6862992673361445e-05,-0.0002236105287866762,0.0001020743603307845,0.00026789966488367377,0.0003084208131769378,-3.5084011878183735e-06,2.794927329680217e-06,-0.005814339588503102,0.0012691863339606034,8.954647015447884e-07,-4.623014679211479e-06,-0.00048416951836208037,5.328358744813791e-05,-1.500963631845538e-06,0.000731136963889258,9.09501081583256e-05,0.005384110781059459,0.00021053011524930945,7.67731160820311e-05,0.0019148913877026046,1.173799830632433e-06,-0.0003146093198537435,0.0032952209467505687,7.962637919828235e-06,-0.0009819535363046275,1111928,IPG PHOTONICS CORP,5/1/2013
8126,-0.06302397947454054,0.00026412536580799645,0.05555163258117395,-0.009249447725334734,-1.4278489856770857e-05,-0.0007971572911621187,0.0001649385839312005,0.00841386487953289,-0.07310581805999797,-0.00986337683259511,0.0010878295116030154,-0.0010580200146124838,-0.00029732476588348816,0.0006561629715811387,-0.00027989751153284433,-0.012911607471262103,0.0009756910604657985,0.00013600369695800375,0.00046915973877039916,-0.0011785229472601616,7.938761391901348e-05,-0.005879957507809468,-0.00022991877064174743,-0.008097603269434596,0.04015124917215427,0.0003827369855553848,0.00026183648070563544,-0.0009788071245203178,-0.0051771440692995555,0.14652448331070098,1169561,COMMVAULT SYSTEMS INC,5/7/2013
8145,-0.08301897472430769,0.0002503722778910193,0.02526063390162691,0.0014730901187168764,2.228025535698392e-05,0.0024288655702229553,0.0001825567927722366,-0.0014600654660192921,-0.04798152719544866,0.055899377615101185,-0.029743467285818035,-0.0013954461076076655,-0.0038670700748085983,0.0006116035167108947,-0.00036869782944646753,0.0019034758989203734,0.007659495790424417,0.000126472849033074,0.0006180054134851425,0.0002823297573118591,-4.9055719659149e-05,-0.007592145112731936,-0.0002968689260993281,0.08089388288746516,0.05682753247153232,-0.009521338992914342,0.0007612246280203118,0.00947080538738109,0.013018839966898,0.0087004482282287,1177394,SYNNEX CORP,6/25/2013
8160,-0.08823444119888817,-0.0022838493954852965,0.03347059438488548,-0.006346989458577215,4.8406483439608045e-05,0.0014001889983935153,0.00380371595215817,0.007046742328916189,-0.04848356905400402,-0.010922050813969198,0.0015244099143846,-0.0014832269947469472,-0.00274078079987526,-0.005627276825144535,-0.0003918603796359198,-0.13132862383494487,0.0023786852020897665,-8.767712359256695e-05,0.0006568301101986913,0.000663939266878493,-0.00035136720725657497,0.0018411204698332091,7.199170308036942e-05,5.880231830326808e-06,0.05259401102609636,0.0004137123206542047,0.0002930171556558541,-0.015627613784334925,-0.006459346886240162,-0.008411317432722772,1262039,FORTINET INC,4/10/2013
8162,-0.08773392785689256,-0.0011960094498477238,0.03443291177305017,-0.006588383766925428,2.8401847655861733e-05,0.0014553461471779631,0.004371020942486943,0.007194383774313105,-0.04935939043621715,-0.010888625639504029,0.0015157985893681349,-0.0014747546729092125,-0.0008674176395754819,-0.00294779358799787,-0.0003896375362026491,-0.13368601985300144,-0.0016050159978028117,-9.160342299076572e-05,0.0006531042155354285,0.0005975921497630811,-0.0001661405283469711,0.0017586847515504423,6.876829220038089e-05,-3.0165522768524053e-05,0.05256248258750976,0.00040830297374008984,0.00024867336289656234,-0.01592752004086402,-0.005881570170962985,-0.0077572794587585795,1262039,FORTINET INC,4/30/2013
8185,-0.03987434226211224,-0.0007173239088173516,0.0360743057831214,-0.01659230652048333,0.046067626741053525,0.0005506942565927573,0.04426186878407144,0.007535856807657877,-0.04084431199277608,0.031024866140113398,0.0006888547844718191,-0.0006704862833727167,6.043096692475525e-05,-0.0016099135839378078,-0.00017708702729066298,0.0009142470107982373,0.027240567731490157,-0.01660798553266338,0.00029683044700297304,0.00045214362946775587,0.005254379263787373,-0.01993875086089064,-0.0007796473154745473,-0.0012425742211905812,0.03741021605294517,0.00019094549158464846,-0.0013824470544836257,-0.06899115684546257,0.05152220231976347,-0.009078703975994022,1265888,NEUSTAR INC,5/2/2013
8263,-0.035063964316125205,-0.0006504679915252025,0.016650209350418547,0.0023255701977489647,5.228813794107971e-05,0.0011542219655299637,0.022354990728887275,-3.066013174702391e-05,-0.019056599835507518,0.01013236190965454,0.000606134128701683,-0.0005882030496172266,-0.2543413156681193,-0.001475248474654139,-0.00015572352679704297,-0.007971912023841517,0.015545266386624915,-0.04911582705657167,0.0002610212886581267,-0.0011508990990321821,-0.00040216315025775896,-0.019086995888911017,-0.0007463418951912451,3.3300086167183546e-05,0.019679698880898402,0.00013539349458110273,-0.002336002774604383,-0.024143187030010577,0.01431311648884447,0.013679531627698863,23082,COMPUTER SCIENCES CORP,5/15/2013
