,Vol_Ratio
5421,0.7625492208347245
5440,1.6147900819166434
5481,2.4540078503911333
5500,1.2700976445074528
5507,1.3627882383907588
5519,1.2085606049965714
5536,1.4366832091340889
5563,0.6609930562367891
5588,1.7343866488759003
5607,1.0976454035027394
5609,1.697446351800157
5632,0.8530900539297424
5648,1.2879998499927696
5664,0.6101342445121297
5691,1.2444401895652124
5692,1.2444401895652124
5708,1.0036971866252957
5727,1.264976331919413
5743,0.9844066059195834
5787,0.7096341339996523
5799,0.9703690248078177
5810,0.6476849771992385
5831,0.3858420199516663
5847,0.3568715747127354
5848,0.6034220247480986
5866,1.142597032423457
5888,0.9212726819864976
5923,1.2475241606485148
5934,0.4451590376865457
5970,0.30592822445571705
5982,1.0438969539674579
5995,1.4426756882980472
6017,0.6555197156219562
6038,1.099820693477695
6043,0.9728425479857976
6059,0.25190005513344105
6066,0.5773758832348388
6079,1.7290317865355198
6087,1.0591374836916188
6104,1.140514218968354
6122,1.716273093958539
6137,2.0150679962038063
6177,0.6545916290292608
6221,0.759796940140916
6234,0.7625492208347245
6256,1.6147900819166434
6281,2.4540078503911333
6290,1.1911839162777413
6297,1.1135281049317318
6314,0.9225608678187875
6322,1.4366832091340889
6330,0.6609930562367891
6335,1.805897559010863
6353,1.31477537776681
6354,1.31477537776681
6373,0.7323504883583546
6389,1.2966365071467458
6399,0.6101342445121297
6412,0.7606588305377001
6425,1.0418522864466822
6429,1.4862619547418818
6446,2.5297741356621835
6450,0.9844066059195834
6470,0.7096341339996523
6506,1.1453441804379827
6516,0.6476849771992385
6524,0.3858420199516663
6534,0.3568715747127354
6535,0.6034220247480986
6543,1.142597032423457
6569,0.7305737991289879
6582,1.3251336234008066
6598,0.4451590376865457
6639,0.3058856869908504
6646,0.8536338651362352
6661,1.4426756882980472
6674,0.7363490627826987
6684,1.099820693477695
