,CIK,Company Name,Form Type,Date Filed,Filename
186666,851205,COGNEX CORP,8-K,7/9/2015,edgar/data/851205/0000851205-15-000018.txt
186667,851205,COGNEX CORP,8-K,8/3/2015,edgar/data/851205/0001157523-15-002688.txt
186668,851205,COGNEX CORP,S-8,8/4/2015,edgar/data/851205/0001193125-15-276741.txt
188026,860731,TYLER TECHNOLOGIES INC,10-Q,7/22/2015,edgar/data/860731/0001564590-15-005577.txt
188027,860731,TYLER TECHNOLOGIES INC,3,7/29/2015,edgar/data/860731/0001250902-15-000036.txt
188028,860731,TYLER TECHNOLOGIES INC,4,7/1/2015,edgar/data/860731/0001250902-15-000031.txt
188029,860731,TYLER TECHNOLOGIES INC,4,7/1/2015,edgar/data/860731/0001250902-15-000032.txt
188030,860731,TYLER TECHNOLOGIES INC,4,7/1/2015,edgar/data/860731/0001250902-15-000033.txt
188031,860731,TYLER TECHNOLOGIES INC,4,7/1/2015,edgar/data/860731/0001250902-15-000034.txt
188032,860731,TYLER TECHNOLOGIES INC,4,7/29/2015,edgar/data/860731/0001250902-15-000035.txt
188033,860731,TYLER TECHNOLOGIES INC,4,7/29/2015,edgar/data/860731/0001250902-15-000037.txt
188034,860731,TYLER TECHNOLOGIES INC,4,7/29/2015,edgar/data/860731/0001250902-15-000038.txt
188035,860731,TYLER TECHNOLOGIES INC,4,7/30/2015,edgar/data/860731/0001250902-15-000039.txt
188036,860731,TYLER TECHNOLOGIES INC,4,7/30/2015,edgar/data/860731/0001250902-15-000040.txt
188037,860731,TYLER TECHNOLOGIES INC,4,7/31/2015,edgar/data/860731/0001250902-15-000041.txt
188038,860731,TYLER TECHNOLOGIES INC,4,8/4/2015,edgar/data/860731/0001250902-15-000042.txt
188039,860731,TYLER TECHNOLOGIES INC,8-K,7/23/2015,edgar/data/860731/0001193125-15-260710.txt
188040,860731,TYLER TECHNOLOGIES INC,S-8,7/31/2015,edgar/data/860731/0001193125-15-272763.txt
190777,877212,ZEBRA TECHNOLOGIES CORP,10-Q,8/13/2015,edgar/data/877212/0001193125-15-289887.txt
190778,877212,ZEBRA TECHNOLOGIES CORP,4,8/17/2015,edgar/data/877212/0000899243-15-003191.txt
190779,877212,ZEBRA TECHNOLOGIES CORP,4,8/17/2015,edgar/data/877212/0000899243-15-003194.txt
190780,877212,ZEBRA TECHNOLOGIES CORP,8-K,8/11/2015,edgar/data/877212/0001193125-15-285720.txt
190781,877212,ZEBRA TECHNOLOGIES CORP,SC 13G/A,8/21/2015,edgar/data/877212/0001193125-15-298992.txt
192109,883241,SYNOPSYS INC,10-Q,8/24/2015,edgar/data/883241/0000883241-15-000011.txt
192110,883241,SYNOPSYS INC,3,9/3/2015,edgar/data/883241/0001199719-15-000070.txt
192111,883241,SYNOPSYS INC,4,7/7/2015,edgar/data/883241/0001199719-15-000056.txt
192112,883241,SYNOPSYS INC,4,8/24/2015,edgar/data/883241/0001199719-15-000058.txt
192113,883241,SYNOPSYS INC,4,9/1/2015,edgar/data/883241/0001199719-15-000064.txt
192114,883241,SYNOPSYS INC,4,9/1/2015,edgar/data/883241/0001199719-15-000065.txt
192115,883241,SYNOPSYS INC,4,9/1/2015,edgar/data/883241/0001199719-15-000066.txt
192116,883241,SYNOPSYS INC,4,9/1/2015,edgar/data/883241/0001199719-15-000067.txt
192117,883241,SYNOPSYS INC,4,9/1/2015,edgar/data/883241/0001199719-15-000068.txt
192118,883241,SYNOPSYS INC,4,9/3/2015,edgar/data/883241/0001199719-15-000072.txt
192119,883241,SYNOPSYS INC,8-K,8/19/2015,edgar/data/883241/0001193125-15-296232.txt
192120,883241,SYNOPSYS INC,8-K,8/27/2015,edgar/data/883241/0001193125-15-305151.txt
192121,883241,SYNOPSYS INC,8-K,9/1/2015,edgar/data/883241/0001193125-15-309344.txt
192122,883241,SYNOPSYS INC,8-K,9/2/2015,edgar/data/883241/0001193125-15-310589.txt
192123,883241,SYNOPSYS INC,CORRESP,7/1/2015,edgar/data/883241/0001193125-15-242777.txt
192124,883241,SYNOPSYS INC,S-8,8/18/2015,edgar/data/883241/0001193125-15-294724.txt
192125,883241,SYNOPSYS INC,UPLOAD,7/7/2015,edgar/data/883241/0000000000-15-035386.txt
192837,8858,AVNET INC,10-K,8/7/2015,edgar/data/8858/0001558370-15-001540.txt
192838,8858,AVNET INC,4,7/2/2015,edgar/data/8858/0001127602-15-022292.txt
192839,8858,AVNET INC,4,8/17/2015,edgar/data/8858/0001127602-15-025037.txt
192840,8858,AVNET INC,4,8/17/2015,edgar/data/8858/0001127602-15-025038.txt
192841,8858,AVNET INC,4,8/17/2015,edgar/data/8858/0001127602-15-025039.txt
192842,8858,AVNET INC,4,8/17/2015,edgar/data/8858/0001127602-15-025040.txt
192843,8858,AVNET INC,4,8/17/2015,edgar/data/8858/0001127602-15-025041.txt
192844,8858,AVNET INC,4,8/17/2015,edgar/data/8858/0001127602-15-025042.txt
192845,8858,AVNET INC,4,8/17/2015,edgar/data/8858/0001127602-15-025043.txt
192846,8858,AVNET INC,4,8/17/2015,edgar/data/8858/0001127602-15-025044.txt
192847,8858,AVNET INC,4,9/3/2015,edgar/data/8858/0001127602-15-026555.txt
192848,8858,AVNET INC,4,9/3/2015,edgar/data/8858/0001127602-15-026556.txt
192849,8858,AVNET INC,4,9/3/2015,edgar/data/8858/0001127602-15-026557.txt
192850,8858,AVNET INC,4,9/3/2015,edgar/data/8858/0001127602-15-026560.txt
192851,8858,AVNET INC,4,9/3/2015,edgar/data/8858/0001127602-15-026561.txt
192852,8858,AVNET INC,4,9/3/2015,edgar/data/8858/0001127602-15-026563.txt
192853,8858,AVNET INC,4,9/10/2015,edgar/data/8858/0001127602-15-026825.txt
192854,8858,AVNET INC,4,9/10/2015,edgar/data/8858/0001127602-15-026826.txt
192855,8858,AVNET INC,4,9/18/2015,edgar/data/8858/0001127602-15-027392.txt
192856,8858,AVNET INC,4,9/18/2015,edgar/data/8858/0001127602-15-027393.txt
192857,8858,AVNET INC,4,9/18/2015,edgar/data/8858/0001127602-15-027394.txt
192858,8858,AVNET INC,4,9/18/2015,edgar/data/8858/0001127602-15-027395.txt
192859,8858,AVNET INC,5,8/10/2015,edgar/data/8858/0001127602-15-024590.txt
192860,8858,AVNET INC,8-K,8/5/2015,edgar/data/8858/0001558370-15-001392.txt
192861,8858,AVNET INC,8-K,8/14/2015,edgar/data/8858/0001299933-15-001248.txt
192862,8858,AVNET INC,ARS,9/30/2015,edgar/data/8858/9999999997-15-013882.txt
192863,8858,AVNET INC,DEF 14A,9/30/2015,edgar/data/8858/0001193125-15-332839.txt
192864,8858,AVNET INC,DEFA14A,9/30/2015,edgar/data/8858/0001193125-15-332841.txt
195442,895419,CREE INC,10-K,8/27/2015,edgar/data/895419/0000895419-15-000058.txt
195443,895419,CREE INC,4,8/14/2015,edgar/data/895419/0000895419-15-000045.txt
195444,895419,CREE INC,4,8/14/2015,edgar/data/895419/0000895419-15-000047.txt
195445,895419,CREE INC,4,8/25/2015,edgar/data/895419/0000895419-15-000050.txt
195446,895419,CREE INC,4,9/3/2015,edgar/data/895419/0000895419-15-000069.txt
195447,895419,CREE INC,4,9/3/2015,edgar/data/895419/0000895419-15-000070.txt
195448,895419,CREE INC,4,9/3/2015,edgar/data/895419/0000895419-15-000071.txt
195449,895419,CREE INC,4,9/3/2015,edgar/data/895419/0000895419-15-000072.txt
195450,895419,CREE INC,4,9/3/2015,edgar/data/895419/0000895419-15-000073.txt
195451,895419,CREE INC,4,9/3/2015,edgar/data/895419/0000895419-15-000074.txt
195452,895419,CREE INC,4,9/3/2015,edgar/data/895419/0000895419-15-000075.txt
195453,895419,CREE INC,4,9/3/2015,edgar/data/895419/0000895419-15-000076.txt
195454,895419,CREE INC,4,9/3/2015,edgar/data/895419/0000895419-15-000077.txt
195455,895419,CREE INC,4,9/3/2015,edgar/data/895419/0000895419-15-000078.txt
195456,895419,CREE INC,8-K,8/11/2015,edgar/data/895419/0000895419-15-000043.txt
195457,895419,CREE INC,8-K,8/27/2015,edgar/data/895419/0000895419-15-000057.txt
195458,895419,CREE INC,ARS,9/22/2015,edgar/data/895419/9999999997-15-013896.txt
195459,895419,CREE INC,CT ORDER,7/22/2015,edgar/data/895419/9999999997-15-012039.txt
195460,895419,CREE INC,DEF 14A,9/8/2015,edgar/data/895419/0000895419-15-000081.txt
195461,895419,CREE INC,DEFA14A,9/8/2015,edgar/data/895419/0000895419-15-000082.txt
196654,898293,JABIL CIRCUIT INC,8-K,7/10/2015,edgar/data/898293/0001193125-15-250333.txt
196655,898293,JABIL CIRCUIT INC,8-K,9/24/2015,edgar/data/898293/0001193125-15-327419.txt
198714,910638,3D SYSTEMS CORP,10-Q,8/6/2015,edgar/data/910638/0000910638-15-000011.txt
198715,910638,3D SYSTEMS CORP,4/A,9/4/2015,edgar/data/910638/0001209191-15-069647.txt
198716,910638,3D SYSTEMS CORP,4/A,9/4/2015,edgar/data/910638/0001209191-15-069656.txt
198717,910638,3D SYSTEMS CORP,4,8/12/2015,edgar/data/910638/0001209191-15-065613.txt
198718,910638,3D SYSTEMS CORP,4,8/19/2015,edgar/data/910638/0001209191-15-066927.txt
198719,910638,3D SYSTEMS CORP,4,8/25/2015,edgar/data/910638/0001209191-15-067806.txt
198720,910638,3D SYSTEMS CORP,4,8/27/2015,edgar/data/910638/0001209191-15-068213.txt
198721,910638,3D SYSTEMS CORP,4,9/10/2015,edgar/data/910638/0001209191-15-070114.txt
198722,910638,3D SYSTEMS CORP,8-K,8/6/2015,edgar/data/910638/0001171843-15-004406.txt
204250,936395,CIENA CORP,10-Q,9/9/2015,edgar/data/936395/0000936395-15-000053.txt
204251,936395,CIENA CORP,4,7/2/2015,edgar/data/936395/0001215181-15-000028.txt
204252,936395,CIENA CORP,4,7/2/2015,edgar/data/936395/0001215181-15-000030.txt
204253,936395,CIENA CORP,4,7/13/2015,edgar/data/936395/0001403694-15-000011.txt
204254,936395,CIENA CORP,4,7/15/2015,edgar/data/936395/0001177261-15-000066.txt
204255,936395,CIENA CORP,4,7/15/2015,edgar/data/936395/0001215181-15-000031.txt
204256,936395,CIENA CORP,4,7/15/2015,edgar/data/936395/0001444157-15-000013.txt
204257,936395,CIENA CORP,4,7/20/2015,edgar/data/936395/0001032553-15-000016.txt
204258,936395,CIENA CORP,4,7/20/2015,edgar/data/936395/0001032553-15-000018.txt
204259,936395,CIENA CORP,4,7/30/2015,edgar/data/936395/0001215181-15-000033.txt
204260,936395,CIENA CORP,4,8/4/2015,edgar/data/936395/0001177261-15-000068.txt
204261,936395,CIENA CORP,4,8/10/2015,edgar/data/936395/0001363623-15-000008.txt
204262,936395,CIENA CORP,4,8/14/2015,edgar/data/936395/0001215181-15-000035.txt
204263,936395,CIENA CORP,4,8/14/2015,edgar/data/936395/0001215181-15-000037.txt
204264,936395,CIENA CORP,4,8/17/2015,edgar/data/936395/0001032553-15-000020.txt
204265,936395,CIENA CORP,4,8/19/2015,edgar/data/936395/0001177261-15-000070.txt
204266,936395,CIENA CORP,4,8/19/2015,edgar/data/936395/0001177261-15-000072.txt
204267,936395,CIENA CORP,4,8/27/2015,edgar/data/936395/0001215181-15-000039.txt
204268,936395,CIENA CORP,4,9/3/2015,edgar/data/936395/0001607125-15-000003.txt
204269,936395,CIENA CORP,4,9/10/2015,edgar/data/936395/0001215181-15-000040.txt
204270,936395,CIENA CORP,4,9/16/2015,edgar/data/936395/0001403694-15-000013.txt
204271,936395,CIENA CORP,4,9/16/2015,edgar/data/936395/0001444157-15-000015.txt
204272,936395,CIENA CORP,4,9/16/2015,edgar/data/936395/0001444157-15-000017.txt
204273,936395,CIENA CORP,4,9/17/2015,edgar/data/936395/0001177269-15-000002.txt
204274,936395,CIENA CORP,4,9/18/2015,edgar/data/936395/0001285617-15-000006.txt
204275,936395,CIENA CORP,4,9/23/2015,edgar/data/936395/0001177261-15-000074.txt
204276,936395,CIENA CORP,4,9/23/2015,edgar/data/936395/0001177261-15-000076.txt
204277,936395,CIENA CORP,4,9/23/2015,edgar/data/936395/0001177261-15-000078.txt
204278,936395,CIENA CORP,4,9/23/2015,edgar/data/936395/0001177261-15-000080.txt
204279,936395,CIENA CORP,4,9/23/2015,edgar/data/936395/0001177261-15-000082.txt
204280,936395,CIENA CORP,4,9/23/2015,edgar/data/936395/0001177261-15-000084.txt
204281,936395,CIENA CORP,4,9/23/2015,edgar/data/936395/0001177261-15-000086.txt
204282,936395,CIENA CORP,4,9/23/2015,edgar/data/936395/0001177261-15-000088.txt
204283,936395,CIENA CORP,4,9/25/2015,edgar/data/936395/0001215181-15-000042.txt
204284,936395,CIENA CORP,4,9/30/2015,edgar/data/936395/0001032553-15-000022.txt
204285,936395,CIENA CORP,8-K,8/3/2015,edgar/data/936395/0001193125-15-274559.txt
204286,936395,CIENA CORP,8-K,8/13/2015,edgar/data/936395/0000936395-15-000046.txt
204287,936395,CIENA CORP,8-K,9/3/2015,edgar/data/936395/0000936395-15-000049.txt
204288,936395,CIENA CORP,EFFECT,8/6/2015,edgar/data/936395/9999999995-15-002206.txt
204289,936395,CIENA CORP,EFFECT,9/22/2015,edgar/data/936395/9999999995-15-002559.txt
204290,936395,CIENA CORP,POS AM,8/3/2015,edgar/data/936395/0001193125-15-274771.txt
204291,936395,CIENA CORP,POS AM,8/3/2015,edgar/data/936395/0001193125-15-274888.txt
204292,936395,CIENA CORP,POS AM,9/21/2015,edgar/data/936395/0001193125-15-324451.txt
204293,936395,CIENA CORP,SC 13D/A,8/12/2015,edgar/data/936395/0001193125-15-288198.txt
204294,936395,CIENA CORP,SC 13G/A,9/10/2015,edgar/data/936395/0000312348-15-000025.txt
204295,936395,CIENA CORP,SC TO-I/A,9/21/2015,edgar/data/936395/0001193125-15-324445.txt
204296,936395,CIENA CORP,SC TO-I,8/21/2015,edgar/data/936395/0001193125-15-299091.txt
2371,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,10-K,12/22/2015,edgar/data/1009626/0001009626-15-000164.txt
2372,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,10/27/2015,edgar/data/1009626/0001009626-15-000110.txt
2373,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,10/27/2015,edgar/data/1009626/0001009626-15-000111.txt
2374,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,11/3/2015,edgar/data/1009626/0001009626-15-000119.txt
2375,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,11/3/2015,edgar/data/1009626/0001009626-15-000121.txt
2376,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,11/3/2015,edgar/data/1009626/0001009626-15-000123.txt
2377,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,11/3/2015,edgar/data/1009626/0001009626-15-000125.txt
2378,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,11/3/2015,edgar/data/1009626/0001009626-15-000127.txt
2379,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,11/3/2015,edgar/data/1009626/0001009626-15-000129.txt
2380,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,11/18/2015,edgar/data/1009626/0001009626-15-000135.txt
2381,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,11/18/2015,edgar/data/1009626/0001009626-15-000136.txt
2382,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,11/18/2015,edgar/data/1009626/0001009626-15-000137.txt
2383,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,11/18/2015,edgar/data/1009626/0001009626-15-000138.txt
2384,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,11/18/2015,edgar/data/1009626/0001009626-15-000139.txt
2385,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,12/2/2015,edgar/data/1009626/0001009626-15-000145.txt
2386,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,12/16/2015,edgar/data/1009626/0001009626-15-000151.txt
2387,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,12/16/2015,edgar/data/1009626/0001009626-15-000154.txt
2388,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,12/16/2015,edgar/data/1009626/0001009626-15-000155.txt
2389,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,12/16/2015,edgar/data/1009626/0001009626-15-000156.txt
2390,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,12/16/2015,edgar/data/1009626/0001009626-15-000157.txt
2391,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,4,12/17/2015,edgar/data/1009626/0001009626-15-000160.txt
2392,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,8-K,11/23/2015,edgar/data/1009626/0001009626-15-000143.txt
2393,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,CT ORDER,11/10/2015,edgar/data/1009626/9999999997-15-014547.txt
2394,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,SC 13G/A,12/9/2015,edgar/data/1009626/0001085146-15-002458.txt
3069,1013462,ANSYS INC,10-Q,11/5/2015,edgar/data/1013462/0001013462-15-000014.txt
3070,1013462,ANSYS INC,4,11/18/2015,edgar/data/1013462/0001214659-15-007861.txt
3071,1013462,ANSYS INC,4,11/18/2015,edgar/data/1013462/0001214659-15-007862.txt
3072,1013462,ANSYS INC,4,11/18/2015,edgar/data/1013462/0001214659-15-007863.txt
3073,1013462,ANSYS INC,4,11/18/2015,edgar/data/1013462/0001214659-15-007864.txt
3074,1013462,ANSYS INC,4,11/18/2015,edgar/data/1013462/0001214659-15-007865.txt
3075,1013462,ANSYS INC,4,11/18/2015,edgar/data/1013462/0001214659-15-007866.txt
3076,1013462,ANSYS INC,4,11/18/2015,edgar/data/1013462/0001214659-15-007867.txt
3077,1013462,ANSYS INC,4,11/18/2015,edgar/data/1013462/0001214659-15-007868.txt
3078,1013462,ANSYS INC,4,12/31/2015,edgar/data/1013462/0001214659-15-008575.txt
3079,1013462,ANSYS INC,8-K,11/5/2015,edgar/data/1013462/0001171843-15-006026.txt
6868,1032220,MAXIMUS INC,10-K,11/16/2015,edgar/data/1032220/0001047469-15-008688.txt
6869,1032220,MAXIMUS INC,4,10/2/2015,edgar/data/1032220/0001032220-15-000093.txt
6870,1032220,MAXIMUS INC,4,10/2/2015,edgar/data/1032220/0001032220-15-000094.txt
6871,1032220,MAXIMUS INC,4,10/2/2015,edgar/data/1032220/0001032220-15-000095.txt
6872,1032220,MAXIMUS INC,4,10/2/2015,edgar/data/1032220/0001032220-15-000096.txt
6873,1032220,MAXIMUS INC,4,10/2/2015,edgar/data/1032220/0001032220-15-000097.txt
6874,1032220,MAXIMUS INC,4,10/2/2015,edgar/data/1032220/0001032220-15-000098.txt
6875,1032220,MAXIMUS INC,4,10/9/2015,edgar/data/1032220/0001032220-15-000099.txt
6876,1032220,MAXIMUS INC,4,11/6/2015,edgar/data/1032220/0001032220-15-000100.txt
6877,1032220,MAXIMUS INC,4,11/6/2015,edgar/data/1032220/0001032220-15-000101.txt
6878,1032220,MAXIMUS INC,4,11/6/2015,edgar/data/1032220/0001032220-15-000102.txt
6879,1032220,MAXIMUS INC,4,11/6/2015,edgar/data/1032220/0001032220-15-000103.txt
6880,1032220,MAXIMUS INC,4,11/9/2015,edgar/data/1032220/0001032220-15-000104.txt
6881,1032220,MAXIMUS INC,4,11/13/2015,edgar/data/1032220/0001032220-15-000105.txt
6882,1032220,MAXIMUS INC,4,11/19/2015,edgar/data/1032220/0001032220-15-000106.txt
6883,1032220,MAXIMUS INC,4,11/19/2015,edgar/data/1032220/0001032220-15-000107.txt
6884,1032220,MAXIMUS INC,4,11/20/2015,edgar/data/1032220/0001032220-15-000108.txt
6885,1032220,MAXIMUS INC,4,11/20/2015,edgar/data/1032220/0001032220-15-000109.txt
6886,1032220,MAXIMUS INC,4,11/20/2015,edgar/data/1032220/0001032220-15-000110.txt
6887,1032220,MAXIMUS INC,4,11/20/2015,edgar/data/1032220/0001032220-15-000111.txt
6888,1032220,MAXIMUS INC,4,11/20/2015,edgar/data/1032220/0001032220-15-000112.txt
6889,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000113.txt
6890,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000114.txt
6891,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000115.txt
6892,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000116.txt
6893,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000117.txt
6894,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000118.txt
6895,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000119.txt
6896,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000120.txt
6897,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000121.txt
6898,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000122.txt
6899,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000123.txt
6900,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000124.txt
6901,1032220,MAXIMUS INC,4,12/1/2015,edgar/data/1032220/0001032220-15-000125.txt
6902,1032220,MAXIMUS INC,4,12/2/2015,edgar/data/1032220/0001032220-15-000126.txt
6903,1032220,MAXIMUS INC,4,12/7/2015,edgar/data/1032220/0001032220-15-000127.txt
6904,1032220,MAXIMUS INC,4,12/17/2015,edgar/data/1032220/0001032220-15-000128.txt
6905,1032220,MAXIMUS INC,4,12/17/2015,edgar/data/1032220/0001032220-15-000129.txt
6906,1032220,MAXIMUS INC,4,12/17/2015,edgar/data/1032220/0001032220-15-000130.txt
6907,1032220,MAXIMUS INC,4,12/17/2015,edgar/data/1032220/0001032220-15-000131.txt
6908,1032220,MAXIMUS INC,4,12/22/2015,edgar/data/1032220/0001032220-15-000137.txt
6909,1032220,MAXIMUS INC,8-K,10/26/2015,edgar/data/1032220/0001157523-15-003425.txt
6910,1032220,MAXIMUS INC,8-K,11/6/2015,edgar/data/1032220/0001104659-15-076458.txt
6911,1032220,MAXIMUS INC,8-K,11/17/2015,edgar/data/1032220/0001157523-15-003873.txt
6912,1032220,MAXIMUS INC,8-K,12/18/2015,edgar/data/1032220/0001032220-15-000134.txt
6913,1032220,MAXIMUS INC,8-K,12/21/2015,edgar/data/1032220/0001032220-15-000136.txt
7698,103730,VISHAY INTERTECHNOLOGY INC,10-Q,11/3/2015,edgar/data/103730/0000103730-15-000046.txt
7699,103730,VISHAY INTERTECHNOLOGY INC,8-K,10/8/2015,edgar/data/103730/0000103730-15-000041.txt
7700,103730,VISHAY INTERTECHNOLOGY INC,8-K,11/3/2015,edgar/data/103730/0000103730-15-000044.txt
7701,103730,VISHAY INTERTECHNOLOGY INC,8-K,11/10/2015,edgar/data/103730/0000103730-15-000048.txt
7702,103730,VISHAY INTERTECHNOLOGY INC,8-K,12/2/2015,edgar/data/103730/0000103730-15-000049.txt
7703,103730,VISHAY INTERTECHNOLOGY INC,8-K,12/10/2015,edgar/data/103730/0000103730-15-000051.txt
7900,1038074,SILICON LABORATORIES INC,10-Q,10/28/2015,edgar/data/1038074/0001104659-15-073390.txt
7901,1038074,SILICON LABORATORIES INC,4/A,11/20/2015,edgar/data/1038074/0001576021-15-000043.txt
7902,1038074,SILICON LABORATORIES INC,4,10/20/2015,edgar/data/1038074/0001576021-15-000041.txt
7903,1038074,SILICON LABORATORIES INC,4,11/5/2015,edgar/data/1038074/0001576021-15-000042.txt
7904,1038074,SILICON LABORATORIES INC,4,12/11/2015,edgar/data/1038074/0001576021-15-000044.txt
7905,1038074,SILICON LABORATORIES INC,4,12/21/2015,edgar/data/1038074/0001576021-15-000045.txt
7906,1038074,SILICON LABORATORIES INC,8-K,10/28/2015,edgar/data/1038074/0001104659-15-073289.txt
7907,1038074,SILICON LABORATORIES INC,8-K,10/30/2015,edgar/data/1038074/0001104659-15-074437.txt
7908,1038074,SILICON LABORATORIES INC,8-K,11/23/2015,edgar/data/1038074/0001104659-15-080838.txt
7909,1038074,SILICON LABORATORIES INC,8-K,11/30/2015,edgar/data/1038074/0001104659-15-081865.txt
12487,1056696,MANHATTAN ASSOCIATES INC,10-Q,10/26/2015,edgar/data/1056696/0001564590-15-008595.txt
12488,1056696,MANHATTAN ASSOCIATES INC,3,10/19/2015,edgar/data/1056696/0001209191-15-076120.txt
12489,1056696,MANHATTAN ASSOCIATES INC,4,10/19/2015,edgar/data/1056696/0001209191-15-076121.txt
12490,1056696,MANHATTAN ASSOCIATES INC,4,10/26/2015,edgar/data/1056696/0001209191-15-076771.txt
12491,1056696,MANHATTAN ASSOCIATES INC,4,10/26/2015,edgar/data/1056696/0001209191-15-076772.txt
12492,1056696,MANHATTAN ASSOCIATES INC,4,10/26/2015,edgar/data/1056696/0001209191-15-076773.txt
12493,1056696,MANHATTAN ASSOCIATES INC,4,11/4/2015,edgar/data/1056696/0001209191-15-078395.txt
12494,1056696,MANHATTAN ASSOCIATES INC,4,11/30/2015,edgar/data/1056696/0001209191-15-082476.txt
12495,1056696,MANHATTAN ASSOCIATES INC,4,11/30/2015,edgar/data/1056696/0001209191-15-082477.txt
12496,1056696,MANHATTAN ASSOCIATES INC,4,12/9/2015,edgar/data/1056696/0001209191-15-084224.txt
12497,1056696,MANHATTAN ASSOCIATES INC,8-K,10/16/2015,edgar/data/1056696/0001564590-15-008432.txt
12498,1056696,MANHATTAN ASSOCIATES INC,8-K,10/20/2015,edgar/data/1056696/0001564590-15-008478.txt
13567,1062047,CONVERGYS CORP,10-Q,11/4/2015,edgar/data/1062047/0001062047-15-000027.txt
13568,1062047,CONVERGYS CORP,4,10/9/2015,edgar/data/1062047/0001209191-15-075015.txt
13569,1062047,CONVERGYS CORP,4,11/9/2015,edgar/data/1062047/0001209191-15-078990.txt
13570,1062047,CONVERGYS CORP,4,11/16/2015,edgar/data/1062047/0001209191-15-080259.txt
13571,1062047,CONVERGYS CORP,4,11/20/2015,edgar/data/1062047/0001209191-15-081533.txt
13572,1062047,CONVERGYS CORP,4,11/24/2015,edgar/data/1062047/0001209191-15-082005.txt
13573,1062047,CONVERGYS CORP,4,12/3/2015,edgar/data/1062047/0001209191-15-083214.txt
13574,1062047,CONVERGYS CORP,4,12/14/2015,edgar/data/1062047/0001209191-15-085081.txt
13575,1062047,CONVERGYS CORP,8-K,11/4/2015,edgar/data/1062047/0001193125-15-366143.txt
16354,1078075,NETSCOUT SYSTEMS INC,10-Q,11/5/2015,edgar/data/1078075/0001628280-15-008360.txt
16355,1078075,NETSCOUT SYSTEMS INC,4,11/4/2015,edgar/data/1078075/0000899243-15-007602.txt
16356,1078075,NETSCOUT SYSTEMS INC,4,11/16/2015,edgar/data/1078075/0000899243-15-008197.txt
16357,1078075,NETSCOUT SYSTEMS INC,4,11/16/2015,edgar/data/1078075/0000899243-15-008198.txt
16358,1078075,NETSCOUT SYSTEMS INC,4,11/16/2015,edgar/data/1078075/0000899243-15-008199.txt
16359,1078075,NETSCOUT SYSTEMS INC,4,11/16/2015,edgar/data/1078075/0000899243-15-008200.txt
16360,1078075,NETSCOUT SYSTEMS INC,4,11/19/2015,edgar/data/1078075/0000899243-15-008517.txt
16361,1078075,NETSCOUT SYSTEMS INC,4,12/9/2015,edgar/data/1078075/0000899243-15-009548.txt
16362,1078075,NETSCOUT SYSTEMS INC,4,12/10/2015,edgar/data/1078075/0000899243-15-009613.txt
16363,1078075,NETSCOUT SYSTEMS INC,4,12/10/2015,edgar/data/1078075/0000899243-15-009614.txt
16364,1078075,NETSCOUT SYSTEMS INC,4,12/10/2015,edgar/data/1078075/0000899243-15-009615.txt
