,Freq,Freq_pct
packag,16,0.000807346856393178
acquir,16,0.000807346856393178
stream,16,0.000807346856393178
increas,15,0.0007568876778686043
discharg,15,0.0007568876778686043
regul,15,0.0007568876778686043
thing,15,0.0007568876778686043
benefit,15,0.0007568876778686043
redempt,15,0.0007568876778686043
valu,15,0.0007568876778686043
variou,15,0.0007568876778686043
royalti,15,0.0007568876778686043
forma,15,0.0007568876778686043
look,15,0.0007568876778686043
immedi,15,0.0007568876778686043
websit,15,0.0007568876778686043
purpos,15,0.0007568876778686043
smith,15,0.0007568876778686043
becom,15,0.0007568876778686043
concern,14,0.0007064284993440307
account,14,0.0007064284993440307
deposit,14,0.0007064284993440307
bois,14,0.0007064284993440307
warrant,14,0.0007064284993440307
entri,14,0.0007064284993440307
acceler,14,0.0007064284993440307
seri,14,0.0007064284993440307
issuanc,14,0.0007064284993440307
citibank,14,0.0007064284993440307
chairman,14,0.0007064284993440307
partnership,14,0.0007064284993440307
pledg,13,0.0006559693208194571
execut,13,0.0006559693208194571
appoint,13,0.0006559693208194571
matter,13,0.0006559693208194571
advanc,13,0.0006559693208194571
fd,13,0.0006559693208194571
continu,13,0.0006559693208194571
contempl,13,0.0006559693208194571
regard,13,0.0006559693208194571
extent,13,0.0006559693208194571
combin,13,0.0006559693208194571
lien,13,0.0006559693208194571
feder,13,0.0006559693208194571
work,13,0.0006559693208194571
associ,12,0.0006055101422948834
issuer,12,0.0006055101422948834
prepay,12,0.0006055101422948834
incom,12,0.0006055101422948834
offic,12,0.0006055101422948834
puc,12,0.0006055101422948834
presid,12,0.0006055101422948834
plc,12,0.0006055101422948834
proxi,12,0.0006055101422948834
accru,12,0.0006055101422948834
contribut,12,0.0006055101422948834
propos,12,0.0006055101422948834
design,12,0.0006055101422948834
mellon,11,0.0005550509637703098
satisfact,11,0.0005550509637703098
failur,11,0.0005550509637703098
ebitda,11,0.0005550509637703098
master,11,0.0005550509637703098
particip,11,0.0005550509637703098
group,11,0.0005550509637703098
charman,11,0.0005550509637703098
confirm,11,0.0005550509637703098
articl,11,0.0005550509637703098
equiti,11,0.0005550509637703098
serv,11,0.0005550509637703098
charg,10,0.0005045917852457363
circumst,10,0.0005045917852457363
tender,10,0.0005045917852457363
attach,10,0.0005045917852457363
reason,10,0.0005045917852457363
previou,10,0.0005045917852457363
howev,10,0.0005045917852457363
thereof,10,0.0005045917852457363
none,10,0.0005045917852457363
determin,10,0.0005045917852457363
expir,10,0.0005045917852457363
summari,10,0.0005045917852457363
togeth,10,0.0005045917852457363
expens,10,0.0005045917852457363
consider,10,0.0005045917852457363
pair,10,0.0005045917852457363
separ,10,0.0005045917852457363
flow,10,0.0005045917852457363
adjust,10,0.0005045917852457363
represent,10,0.0005045917852457363
relationship,10,0.0005045917852457363
hawaii,10,0.0005045917852457363
earli,10,0.0005045917852457363
oper,10,0.0005045917852457363
lp,10,0.0005045917852457363
replac,9,0.00045413260672116256
fulli,9,0.00045413260672116256
project,9,0.00045413260672116256
law,9,0.00045413260672116256
reduc,9,0.00045413260672116256
posit,9,0.00045413260672116256
prospectu,9,0.00045413260672116256
agricol,9,0.00045413260672116256
book,9,0.00045413260672116256
repres,9,0.00045413260672116256
futur,9,0.00045413260672116256
retir,9,0.00045413260672116256
involv,9,0.00045413260672116256
dollar,9,0.00045413260672116256
loc,9,0.00045413260672116256
approv,9,0.00045413260672116256
insur,9,0.00045413260672116256
intend,9,0.00045413260672116256
grant,9,0.00045413260672116256
product,9,0.00045413260672116256
thereon,9,0.00045413260672116256
union,9,0.00045413260672116256
news,9,0.00045413260672116256
transfer,9,0.00045413260672116256
assumpt,9,0.00045413260672116256
thereund,9,0.00045413260672116256
word,9,0.00045413260672116256
wholli,9,0.00045413260672116256
consolid,9,0.00045413260672116256
minu,8,0.000403673428196589
par,8,0.000403673428196589
substanti,8,0.000403673428196589
rg,8,0.000403673428196589
creat,8,0.000403673428196589
iii,8,0.000403673428196589
person,8,0.000403673428196589
call,8,0.000403673428196589
bookrunn,8,0.000403673428196589
consent,8,0.000403673428196589
chile,8,0.000403673428196589
specif,8,0.000403673428196589
satisfi,8,0.000403673428196589
privat,8,0.000403673428196589
escrow,8,0.000403673428196589
estim,8,0.000403673428196589
eurodollar,8,0.000403673428196589
rang,8,0.000403673428196589
energi,8,0.000403673428196589
chief,8,0.000403673428196589
surviv,8,0.000403673428196589
deutsch,8,0.000403673428196589
guaranti,8,0.000403673428196589
commenc,8,0.000403673428196589
request,8,0.000403673428196589
competit,8,0.000403673428196589
resign,8,0.000403673428196589
entitl,7,0.00035321424967201534
libo,7,0.00035321424967201534
pnc,7,0.00035321424967201534
bofa,7,0.00035321424967201534
center,7,0.00035321424967201534
regist,7,0.00035321424967201534
reform,7,0.00035321424967201534
net,7,0.00035321424967201534
affirm,7,0.00035321424967201534
commiss,7,0.00035321424967201534
hereof,7,0.00035321424967201534
commerci,7,0.00035321424967201534
transit,7,0.00035321424967201534
condens,7,0.00035321424967201534
contract,7,0.00035321424967201534
program,7,0.00035321424967201534
rabobank,7,0.00035321424967201534
initi,7,0.00035321424967201534
convert,7,0.00035321424967201534
litig,7,0.00035321424967201534
certif,7,0.00035321424967201534
anticip,7,0.00035321424967201534
cross,7,0.00035321424967201534
successor,7,0.00035321424967201534
merg,7,0.00035321424967201534
vice,7,0.00035321424967201534
complianc,7,0.00035321424967201534
origin,7,0.00035321424967201534
post,7,0.00035321424967201534
multicurr,7,0.00035321424967201534
potomac,7,0.00035321424967201534
gain,7,0.00035321424967201534
apollo,7,0.00035321424967201534
exist,6,0.0003027550711474417
judgment,6,0.0003027550711474417
reimburs,6,0.0003027550711474417
bb,6,0.0003027550711474417
jpm,6,0.0003027550711474417
omit,6,0.0003027550711474417
accord,6,0.0003027550711474417
securit,6,0.0003027550711474417
canada,6,0.0003027550711474417
exercis,6,0.0003027550711474417
revenu,6,0.0003027550711474417
redeem,6,0.0003027550711474417
express,6,0.0003027550711474417
page,6,0.0003027550711474417
compensatori,6,0.0003027550711474417
role,6,0.0003027550711474417
class,6,0.0003027550711474417
capitalsourc,6,0.0003027550711474417
ongo,6,0.0003027550711474417
claim,6,0.0003027550711474417
bermuda,6,0.0003027550711474417
officemax,6,0.0003027550711474417
committe,6,0.0003027550711474417
faur,6,0.0003027550711474417
citigroup,6,0.0003027550711474417
potenti,6,0.0003027550711474417
agreementon,6,0.0003027550711474417
repurchas,6,0.0003027550711474417
sell,6,0.0003027550711474417
exhibitsitem,6,0.0003027550711474417
corp,6,0.0003027550711474417
audit,6,0.0003027550711474417
invest,6,0.0003027550711474417
barclay,6,0.0003027550711474417
success,6,0.0003027550711474417
elect,6,0.0003027550711474417
custom,6,0.0003027550711474417
domest,6,0.0003027550711474417
newco,6,0.0003027550711474417
lng,6,0.0003027550711474417
bridg,6,0.0003027550711474417
breach,6,0.0003027550711474417
list,6,0.0003027550711474417
media,6,0.0003027550711474417
meet,6,0.0003027550711474417
sever,6,0.0003027550711474417
europ,6,0.0003027550711474417
head,5,0.0002522958926228681
holdco,5,0.0002522958926228681
becam,5,0.0002522958926228681
payoff,5,0.0002522958926228681
charl,5,0.0002522958926228681
maximum,5,0.0002522958926228681
ga,5,0.0002522958926228681
drawn,5,0.0002522958926228681
properti,5,0.0002522958926228681
subject,5,0.0002522958926228681
nee,5,0.0002522958926228681
action,5,0.0002522958926228681
technolog,5,0.0002522958926228681
inventori,5,0.0002522958926228681
fsa,5,0.0002522958926228681
minimum,5,0.0002522958926228681
cmca,5,0.0002522958926228681
john,5,0.0002522958926228681
kelvin,5,0.0002522958926228681
reserv,5,0.0002522958926228681
reit,5,0.0002522958926228681
refinanc,5,0.0002522958926228681
coal,5,0.0002522958926228681
refin,5,0.0002522958926228681
swinglin,5,0.0002522958926228681
bca,5,0.0002522958926228681
cancel,5,0.0002522958926228681
keybank,5,0.0002522958926228681
compens,5,0.0002522958926228681
fraction,5,0.0002522958926228681
differ,5,0.0002522958926228681
partner,5,0.0002522958926228681
support,5,0.0002522958926228681
demand,5,0.0002522958926228681
www,5,0.0002522958926228681
ag,5,0.0002522958926228681
histor,5,0.0002522958926228681
moodi,5,0.0002522958926228681
belief,5,0.0002522958926228681
specifi,5,0.0002522958926228681
intent,5,0.0002522958926228681
integr,5,0.0002522958926228681
llp,5,0.0002522958926228681
forti,5,0.0002522958926228681
salari,5,0.0002522958926228681
enterpris,5,0.0002522958926228681
favor,5,0.0002522958926228681
solicit,5,0.0002522958926228681
total,5,0.0002522958926228681
cours,5,0.0002522958926228681
entiti,5,0.0002522958926228681
incur,5,0.0002522958926228681
consult,5,0.0002522958926228681
paper,5,0.0002522958926228681
coven,5,0.0002522958926228681
unaudit,5,0.0002522958926228681
believ,5,0.0002522958926228681
institut,5,0.0002522958926228681
mitsubishi,5,0.0002522958926228681
fluctuat,5,0.0002522958926228681
forth,5,0.0002522958926228681
barn,5,0.0002522958926228681
ordinari,5,0.0002522958926228681
currenc,5,0.0002522958926228681
mixson,5,0.0002522958926228681
baml,5,0.0002522958926228681
statu,5,0.0002522958926228681
stapl,5,0.0002522958926228681
incent,5,0.0002522958926228681
point,5,0.0002522958926228681
produc,5,0.0002522958926228681
amort,5,0.0002522958926228681
rbc,5,0.0002522958926228681
morgan,5,0.0002522958926228681
obligationinform,4,0.0002018367140982945
raiffeisen,4,0.0002018367140982945
informationitem,4,0.0002018367140982945
cobank,4,0.0002018367140982945
jointli,4,0.0002018367140982945
index,4,0.0002018367140982945
joint,4,0.0002018367140982945
quarterli,4,0.0002018367140982945
import,4,0.0002018367140982945
acb,4,0.0002018367140982945
citi,4,0.0002018367140982945
care,4,0.0002018367140982945
humphrey,4,0.0002018367140982945
caus,4,0.0002018367140982945
hyland,4,0.0002018367140982945
nextera,4,0.0002018367140982945
identifi,4,0.0002018367140982945
chairperson,4,0.0002018367140982945
need,4,0.0002018367140982945
intermedi,4,0.0002018367140982945
clementi,4,0.0002018367140982945
industri,4,0.0002018367140982945
jv,4,0.0002018367140982945
forecast,4,0.0002018367140982945
capac,4,0.0002018367140982945
elig,4,0.0002018367140982945
lieu,4,0.0002018367140982945
scotland,4,0.0002018367140982945
collect,4,0.0002018367140982945
segment,4,0.0002018367140982945
advers,4,0.0002018367140982945
bnp,4,0.0002018367140982945
trade,4,0.0002018367140982945
shelf,4,0.0002018367140982945
tpg,4,0.0002018367140982945
author,4,0.0002018367140982945
speak,4,0.0002018367140982945
boerenleenbank,4,0.0002018367140982945
tokyo,4,0.0002018367140982945
csa,4,0.0002018367140982945
unrestrict,4,0.0002018367140982945
cure,4,0.0002018367140982945
ltd,4,0.0002018367140982945
daili,4,0.0002018367140982945
dm,4,0.0002018367140982945
suntrust,4,0.0002018367140982945
davi,4,0.0002018367140982945
ati,4,0.0002018367140982945
achiev,4,0.0002018367140982945
supra,4,0.0002018367140982945
brenda,4,0.0002018367140982945
deliveri,4,0.0002018367140982945
dilut,4,0.0002018367140982945
system,4,0.0002018367140982945
bz,4,0.0002018367140982945
accordingli,4,0.0002018367140982945
constitut,4,0.0002018367140982945
award,4,0.0002018367140982945
power,4,0.0002018367140982945
gov,4,0.0002018367140982945
opinion,4,0.0002018367140982945
grade,4,0.0002018367140982945
consist,4,0.0002018367140982945
msi,4,0.0002018367140982945
comprehens,4,0.0002018367140982945
rgi,4,0.0002018367140982945
right,4,0.0002018367140982945
goal,4,0.0002018367140982945
growth,4,0.0002018367140982945
premium,4,0.0002018367140982945
robinson,4,0.0002018367140982945
hand,4,0.0002018367140982945
tech,4,0.0002018367140982945
relianc,4,0.0002018367140982945
otherwis,4,0.0002018367140982945
rsu,4,0.0002018367140982945
herebi,4,0.0002018367140982945
validli,4,0.0002018367140982945
regulatori,4,0.0002018367140982945
process,3,0.00015137753557372085
multipli,3,0.00015137753557372085
make,3,0.00015137753557372085
prepaid,3,0.00015137753557372085
pariba,3,0.00015137753557372085
maintain,3,0.00015137753557372085
london,3,0.00015137753557372085
pari,3,0.00015137753557372085
place,3,0.00015137753557372085
mine,3,0.00015137753557372085
leas,3,0.00015137753557372085
order,3,0.00015137753557372085
network,3,0.00015137753557372085
possess,3,0.00015137753557372085
liquid,3,0.00015137753557372085
pleas,3,0.00015137753557372085
motor,3,0.00015137753557372085
level,3,0.00015137753557372085
modifi,3,0.00015137753557372085
money,3,0.00015137753557372085
owner,3,0.00015137753557372085
locat,3,0.00015137753557372085
firm,3,0.00015137753557372085
bankruptci,3,0.00015137753557372085
target,3,0.00015137753557372085
thc,3,0.00015137753557372085
debtor,3,0.00015137753557372085
th,3,0.00015137753557372085
ace,3,0.00015137753557372085
defer,3,0.00015137753557372085
tenant,3,0.00015137753557372085
deliv,3,0.00015137753557372085
depart,3,0.00015137753557372085
deplet,3,0.00015137753557372085
depreci,3,0.00015137753557372085
detail,3,0.00015137753557372085
dip,3,0.00015137753557372085
therebi,3,0.00015137753557372085
discount,3,0.00015137753557372085
surgeri,3,0.00015137753557372085
dit,3,0.00015137753557372085
divis,3,0.00015137753557372085
bolind,3,0.00015137753557372085
donna,3,0.00015137753557372085
strike,3,0.00015137753557372085
strategi,3,0.00015137753557372085
stifel,3,0.00015137753557372085
spin,3,0.00015137753557372085
employe,3,0.00015137753557372085
thereaft,3,0.00015137753557372085
thibeault,3,0.00015137753557372085
solut,3,0.00015137753557372085
compli,3,0.00015137753557372085
carmen,3,0.00015137753557372085
casella,3,0.00015137753557372085
ceas,3,0.00015137753557372085
worth,3,0.00015137753557372085
chapman,3,0.00015137753557372085
citizen,3,0.00015137753557372085
wf,3,0.00015137753557372085
webcast,3,0.00015137753557372085
commun,3,0.00015137753557372085
voluntarili,3,0.00015137753557372085
virginia,3,0.00015137753557372085
vicar,3,0.00015137753557372085
thoma,3,0.00015137753557372085
vi,3,0.00015137753557372085
vest,3,0.00015137753557372085
concurr,3,0.00015137753557372085
condemn,3,0.00015137753557372085
varieti,3,0.00015137753557372085
variat,3,0.00015137753557372085
uncertainti,3,0.00015137753557372085
bylaw,3,0.00015137753557372085
transport,3,0.00015137753557372085
cover,3,0.00015137753557372085
timmin,3,0.00015137753557372085
engag,3,0.00015137753557372085
dispos,3,0.00015137753557372085
robert,3,0.00015137753557372085
ainsworth,3,0.00015137753557372085
sach,3,0.00015137753557372085
realiz,3,0.00015137753557372085
sapa,3,0.00015137753557372085
resourc,3,0.00015137753557372085
review,3,0.00015137753557372085
scotia,3,0.00015137753557372085
behalf,3,0.00015137753557372085
reclassif,3,0.00015137753557372085
indemnif,3,0.00015137753557372085
see,3,0.00015137753557372085
rgld,3,0.00015137753557372085
benefici,3,0.00015137753557372085
barri,3,0.00015137753557372085
size,3,0.00015137753557372085
sheetarrang,3,0.00015137753557372085
individu,3,0.00015137753557372085
impact,3,0.00015137753557372085
publicli,3,0.00015137753557372085
reduct,3,0.00015137753557372085
huntingdon,3,0.00015137753557372085
respons,3,0.00015137753557372085
hi,3,0.00015137753557372085
singl,3,0.00015137753557372085
plant,2,0.00010091835704914725
ounc,2,0.00010091835704914725
renew,2,0.00010091835704914725
variabl,2,0.00010091835704914725
vari,2,0.00010091835704914725
underwrit,2,0.00010091835704914725
predict,2,0.00010091835704914725
type,2,0.00010091835704914725
reorgan,2,0.00010091835704914725
trigger,2,0.00010091835704914725
region,2,0.00010091835704914725
receipt,2,0.00010091835704914725
ventur,2,0.00010091835704914725
alabama,2,0.00010091835704914725
assign,2,0.00010091835704914725
prudenti,2,0.00010091835704914725
occurr,2,0.00010091835704914725
asb,2,0.00010091835704914725
yield,2,0.00010091835704914725
alter,2,0.00010091835704914725
wnfic,2,0.00010091835704914725
wisconsin,2,0.00010091835704914725
whitewav,2,0.00010091835704914725
wherebi,2,0.00010091835704914725
rb,2,0.00010091835704914725
westmoreland,2,0.00010091835704914725
warranti,2,0.00010091835704914725
record,2,0.00010091835704914725
viii,2,0.00010091835704914725
treat,2,0.00010091835704914725
paragraph,2,0.00010091835704914725
trail,2,0.00010091835704914725
taylor,2,0.00010091835704914725
syndic,2,0.00010091835704914725
save,2,0.00010091835704914725
procedur,2,0.00010091835704914725
supplier,2,0.00010091835704914725
suppli,2,0.00010091835704914725
secretari,2,0.00010091835704914725
phrase,2,0.00010091835704914725
sum,2,0.00010091835704914725
seller,2,0.00010091835704914725
suiss,2,0.00010091835704914725
sierra,2,0.00010091835704914725
stockhold,2,0.00010091835704914725
plastic,2,0.00010091835704914725
statutori,2,0.00010091835704914725
standard,2,0.00010091835704914725
sign,2,0.00010091835704914725
sinc,2,0.00010091835704914725
rsa,2,0.00010091835704914725
aris,2,0.00010091835704914725
pound,2,0.00010091835704914725
rs,2,0.00010091835704914725
timber,2,0.00010091835704914725
tilburi,2,0.00010091835704914725
age,2,0.00010091835704914725
parent,2,0.00010091835704914725
retain,2,0.00010091835704914725
therewith,2,0.00010091835704914725
therefor,2,0.00010091835704914725
agcredit,2,0.00010091835704914725
possibl,2,0.00010091835704914725
test,2,0.00010091835704914725
roehlk,2,0.00010091835704914725
polici,2,0.00010091835704914725
routin,2,0.00010091835704914725
passu,2,0.00010091835704914725
teletech,2,0.00010091835704914725
rpa,2,0.00010091835704914725
pocket,2,0.00010091835704914725
carv,2,0.00010091835704914725
jerom,2,0.00010091835704914725
bid,2,0.00010091835704914725
cooperatiev,2,0.00010091835704914725
giornelli,2,0.00010091835704914725
cr,2,0.00010091835704914725
jame,2,0.00010091835704914725
geograph,2,0.00010091835704914725
jart,2,0.00010091835704914725
gellerstedt,2,0.00010091835704914725
gbcc,2,0.00010091835704914725
abl,2,0.00010091835704914725
counsel,2,0.00010091835704914725
jp,2,0.00010091835704914725
drug,2,0.00010091835704914725
duti,2,0.00010091835704914725
copper,2,0.00010091835704914725
fuel,2,0.00010091835704914725
ferrazzano,2,0.00010091835704914725
kirschbaum,2,0.00010091835704914725
konecran,2,0.00010091835704914725
franc,2,0.00010091835704914725
forgo,2,0.00010091835704914725
forc,2,0.00010091835704914725
least,2,0.00010091835704914725
follow,2,0.00010091835704914725
flood,2,0.00010091835704914725
flca,2,0.00010091835704914725
confidenti,2,0.00010091835704914725
confer,2,0.00010091835704914725
conduit,2,0.00010091835704914725
lidocain,2,0.00010091835704914725
iv,2,0.00010091835704914725
glover,2,0.00010091835704914725
barack,2,0.00010091835704914725
gotham,2,0.00010091835704914725
dgcl,2,0.00010091835704914725
harvey,2,0.00010091835704914725
delay,2,0.00010091835704914725
delawar,2,0.00010091835704914725
directli,2,0.00010091835704914725
disclaim,2,0.00010091835704914725
hud,2,0.00010091835704914725
deem,2,0.00010091835704914725
imag,2,0.00010091835704914725
discuss,2,0.00010091835704914725
dissolut,2,0.00010091835704914725
improv,2,0.00010091835704914725
broadcast,2,0.00010091835704914725
bruce,2,0.00010091835704914725
david,2,0.00010091835704914725
bryan,2,0.00010091835704914725
divest,2,0.00010091835704914725
danah,2,0.00010091835704914725
bear,2,0.00010091835704914725
greenfield,2,0.00010091835704914725
grantor,2,0.00010091835704914725
grace,2,0.00010091835704914725
insolv,2,0.00010091835704914725
custodi,2,0.00010091835704914725
cs,2,0.00010091835704914725
interbank,2,0.00010091835704914725
invit,2,0.00010091835704914725
life,2,0.00010091835704914725
contact,2,0.00010091835704914725
compris,2,0.00010091835704914725
card,2,0.00010091835704914725
columbia,2,0.00010091835704914725
metlif,2,0.00010091835704914725
com,2,0.00010091835704914725
estat,2,0.00010091835704914725
expenditur,2,0.00010091835704914725
multi,2,0.00010091835704914725
client,2,0.00010091835704914725
exhibitsexhibit,2,0.00010091835704914725
montag,2,0.00010091835704914725
monthli,2,0.00010091835704914725
ms,2,0.00010091835704914725
assur,2,0.00010091835704914725
mcguirewood,2,0.00010091835704914725
euro,2,0.00010091835704914725
mortgag,2,0.00010091835704914725
member,2,0.00010091835704914725
enhanc,2,0.00010091835704914725
excess,2,0.00010091835704914725
maplebi,2,0.00010091835704914725
lloyd,2,0.00010091835704914725
modif,2,0.00010091835704914725
notwithstand,2,0.00010091835704914725
monitor,2,0.00010091835704914725
notifi,2,0.00010091835704914725
luxembourg,2,0.00010091835704914725
cobra,2,0.00010091835704914725
code,2,0.00010091835704914725
assum,2,0.00010091835704914725
compet,2,0.00010091835704914725
electron,2,0.00010091835704914725
cautionari,2,0.00010091835704914725
nonpay,2,0.00010091835704914725
erf,2,0.00010091835704914725
dnb,1,5.045917852457362e-05
sjcc,1,5.045917852457362e-05
dogwood,1,5.045917852457362e-05
divid,1,5.045917852457362e-05
slide,1,5.045917852457362e-05
divers,1,5.045917852457362e-05
environment,1,5.045917852457362e-05
surplu,1,5.045917852457362e-05
develop,1,5.045917852457362e-05
tab,1,5.045917852457362e-05
difficulti,1,5.045917852457362e-05
synergi,1,5.045917852457362e-05
silicon,1,5.045917852457362e-05
bonu,1,5.045917852457362e-05
simultan,1,5.045917852457362e-05
divestitur,1,5.045917852457362e-05
surgic,1,5.045917852457362e-05
discret,1,5.045917852457362e-05
equip,1,5.045917852457362e-05
epc,1,5.045917852457362e-05
sit,1,5.045917852457362e-05
site,1,5.045917852457362e-05
suit,1,5.045917852457362e-05
environ,1,5.045917852457362e-05
downturn,1,5.045917852457362e-05
streamlin,1,5.045917852457362e-05
ebi,1,5.045917852457362e-05
stone,1,5.045917852457362e-05
spun,1,5.045917852457362e-05
ebit,1,5.045917852457362e-05
ad,1,5.045917852457362e-05
bound,1,5.045917852457362e-05
ecg,1,5.045917852457362e-05
st,1,5.045917852457362e-05
