Date,TKR,LII,EME,FCN,GWR,OSK,OA,JOY,CSL,CLC,CW,DCI,DY,ESL,GATX,GGG,HUBB,IEX,KMT,LECO,ROL,TTC,HNI,MLHR,BEAV,CLH,GVA,AOS,KEX,MSA,NDSN,ODFL,AGCO,RBC,KBR,VMI,HII,WERN,WSO,ITT,MAN,CPRT,TEX,WAB,WWD,CAR,JBLU,TRN,LSTR,MSM,CEB,ACM,TDY,CR,DLX,ENS
2013-01-02,49.020004,54.459998999999996,35.02,33.009997999999996,80.0,31.58,63.740002000000004,66.0,60.48,48.77,33.919998,34.110001000000004,20.4,65.860001,44.080002,53.540001000000004,86.660004,47.93,42.950001,49.91,22.759995,44.380001,30.5,22.200001,51.080001,54.439999,34.849998,64.610001,62.950001,43.509997999999996,65.290001,35.529999,50.189999,72.0,30.65,139.179993,44.060001,22.52,77.120003,24.309998999999998,43.490002000000004,30.459999,29.65,89.0,39.759997999999996,20.77,5.9,37.110001000000004,53.470001,77.0,48.900002,24.709999,66.660004,47.25,32.740002000000004,38.77
2013-01-03,48.970006,54.459998999999996,35.0,32.869999,79.720001,32.07,64.459999,65.18,60.560001,48.900002,34.34,34.5,20.120001000000002,65.43,44.029999,53.57,86.870003,48.040001000000004,42.900002,50.540001000000004,22.909995000000002,44.169998,30.889999,22.309998999999998,50.659997,55.549999,34.75,63.599998,63.580002,43.48,65.029999,35.150002,50.369999,72.66999799999999,30.68,139.96000700000002,43.849998,22.25,77.66999799999999,24.309998999999998,44.02,30.24,29.059998999999998,90.370003,39.009997999999996,21.34,5.95,36.75,53.5,78.059998,48.450001,24.309998999999998,66.16999799999999,47.139998999999996,32.57,38.25
2013-01-04,48.800001,54.720001,35.200001,32.59,80.489998,32.599998,65.75,65.839996,60.549999,48.84,35.119999,34.720001,20.35,65.730003,44.849998,53.279999,87.190002,48.09,43.060001,51.099998,23.050004,43.970001,31.110001,22.440001000000002,51.279999,56.59,34.43,64.290001,63.740002000000004,43.57,65.519997,35.540001000000004,50.779999,73.349998,31.32,140.16000400000001,44.040001000000004,22.51,77.989998,24.66,44.869999,30.48,29.58,90.07,39.330002,21.75,5.95,36.66,53.580002,78.290001,49.369999,24.280001000000002,66.690002,47.299999,33.220001,38.380001
2013-01-07,48.669996999999995,54.290001000000004,35.09,32.560001,80.849998,32.540001000000004,65.209999,66.970001,59.93,48.16,34.650002,34.619999,20.219998999999998,65.43,45.060001,52.75,86.620003,48.34,42.939999,50.990002000000004,23.13,43.630001,30.719998999999998,22.290001,50.950006,56.669998,34.419998,63.580002,63.990002000000004,43.299999,65.08000200000001,35.77,50.349998,73.459999,31.34,138.440002,43.68,22.41,77.529999,24.43,44.540001000000004,30.83,29.66,89.230003,38.810001,21.59,5.97,36.200001,54.0,78.0,49.5,24.280001000000002,66.32,47.400002,33.220001,38.16
2013-01-08,48.310004,54.830002,34.84,32.59,80.58000200000001,31.77,63.299999,67.059998,59.509997999999996,47.889998999999996,33.720001,34.509997999999996,20.030001000000002,65.519997,44.900002,53.049999,84.800003,48.080002,42.43,50.66,23.140005,43.810001,30.76,22.139999,50.440007,56.23,34.68,64.790001,62.720001,43.970001,64.360001,35.150002,50.189999,72.769997,31.190001000000002,140.16000400000001,43.299999,22.34,76.889999,24.49,44.639998999999996,30.440001000000002,29.360001,89.129997,38.759997999999996,21.639999,5.94,36.240002000000004,54.130001,77.220001,48.689999,24.530001000000002,66.900002,46.939999,33.169998,38.380001
2013-01-09,50.020005,55.189999,35.240002000000004,32.84,81.370003,32.610001000000004,64.980003,67.970001,59.77,48.0,34.009997999999996,34.790001000000004,20.16,66.550003,45.610001000000004,54.049999,86.709999,48.169998,43.080002,51.330002,23.460001000000002,43.709998999999996,30.59,22.24,50.630001,55.299999,34.560001,64.370003,62.599998,44.009997999999996,65.449997,35.529999,50.900002,73.110001,31.26,142.399994,43.200001,22.57,77.309998,24.9,44.959998999999996,30.860001,29.360001,89.199997,39.52,21.370001000000002,5.87,36.669998,54.59,77.0,49.759997999999996,24.719998999999998,67.58000200000001,47.16,33.73,39.099998
2013-01-10,50.029992,55.060001,35.23,32.68,81.709999,32.810001,65.58000200000001,68.699997,59.75,47.77,34.029999,34.650002,20.15,65.900002,45.669998,54.07,86.5,47.549999,42.099998,50.869999,23.560005,44.310001,30.76,22.309998999999998,50.409994,55.48,34.860001000000004,64.900002,62.799999,44.259997999999996,64.910004,35.689999,50.990002000000004,73.230003,32.0,142.490005,43.459998999999996,22.74,76.989998,25.01,45.209998999999996,31.040001,29.34,90.0,39.48,21.139999,5.81,36.790001000000004,55.490002000000004,73.650002,49.959998999999996,24.82,68.150002,47.279999,33.34,38.860001000000004
2013-01-11,49.800002,55.119999,35.049999,32.810001,81.599998,32.93,65.309998,68.129997,60.310001,47.57,34.09,34.77,19.959999,65.940002,46.18,53.48,87.5,47.639998999999996,41.669998,51.25,23.55,44.09,30.959999,22.540001,50.080006,56.080002,34.41,64.58000200000001,62.400002,44.400002,64.489998,35.700001,51.07,73.190002,29.48,142.25,43.279999,22.700001,74.550003,24.99,45.779999,31.67,29.440001000000002,88.849998,39.400002,20.91,5.87,36.599998,55.299999,76.0,50.209998999999996,24.879998999999998,67.730003,47.799999,33.200001,38.669998
2013-01-14,49.839997,55.299999,34.700001,32.599998,81.489998,32.299999,64.989998,68.220001,60.279999,47.5,34.34,34.580002,20.040001,65.559998,45.919998,53.740002000000004,87.260002,47.98,41.669998,51.02,23.770004999999998,43.68,31.07,22.639999,50.090005,55.32,34.470001,66.050003,63.220001,44.099998,64.379997,35.349998,51.0,73.550003,28.75,142.630005,43.369999,22.440001000000002,75.25,25.0,46.59,31.879998999999998,28.700001,88.800003,38.880001,21.24,5.9,36.68,55.849998,74.910004,50.099998,24.709999,67.349998,47.860001000000004,33.080002,38.43
2013-01-15,49.810005,55.16,35.060001,32.599998,81.639999,32.830002,65.269997,68.400002,60.700001,47.619999,35.009997999999996,34.75,20.17,65.709999,46.450001,53.240002000000004,87.230003,48.27,41.450001,51.09,23.569995000000002,43.709998999999996,31.15,22.67,50.060008,55.529999,34.860001000000004,65.839996,63.720001,44.459998999999996,64.629997,35.099998,51.400002,74.16999799999999,29.610001,143.070007,43.759997999999996,22.59,74.879997,25.27,46.700001,31.82,28.85,89.93,38.990002000000004,21.0,5.95,37.259997999999996,56.450001,74.91999799999999,49.41,25.219998999999998,67.959999,47.849998,33.439999,39.75
2013-01-16,49.609997,54.299999,34.869999,32.580002,81.699997,33.189999,64.190002,67.699997,61.130001,47.16,34.619999,34.68,20.459999,66.040001,45.950001,53.68,86.410004,48.509997999999996,41.490002000000004,51.209998999999996,23.509995,43.77,31.1,22.780001000000002,49.429997,55.18,34.48,64.900002,63.700001,44.189999,65.629997,35.450001,51.18,74.029999,29.43,142.110001,43.169998,22.879998999999998,74.129997,25.219998999999998,46.540001000000004,31.540001,29.01,89.290001,38.57,20.92,6.18,37.290001000000004,56.68,75.129997,48.790001000000004,24.93,67.620003,47.52,32.990002000000004,40.330002
2013-01-17,50.659996,56.02,35.330002,32.860001000000004,83.160004,33.48,65.120003,68.230003,61.5,49.73,34.779999,36.599998,20.889999,67.190002,46.639998999999996,54.459998999999996,87.370003,49.580002,42.599998,52.009997999999996,23.94,44.290001000000004,31.549999,23.360001,50.030001,56.52,35.18,67.040001,64.41999799999999,44.5,66.059998,36.41,51.860001000000004,73.949997,30.389999,143.869995,44.259997999999996,23.32,75.519997,25.52,47.099998,31.690001000000002,29.280001000000002,89.400002,39.139998999999996,21.25,6.19,37.68,56.900002,76.360001,49.200001,25.049999,67.910004,48.419998,33.150002,40.599998
2013-01-18,50.699991,56.630001,35.43,32.900002,83.449997,33.740002000000004,65.699997,69.010002,61.700001,48.91,36.029999,36.48,20.719998999999998,67.800003,46.490002000000004,54.75,87.089996,49.689999,42.560001,51.689999,23.88,44.119999,31.48,23.35,50.680011,56.450001,35.169998,67.550003,65.050003,44.450001,66.099998,36.34,51.669998,73.910004,30.58,143.809998,44.619999,23.379998999999998,76.150002,25.58,47.16,31.790001,29.530001000000002,90.58000200000001,39.73,21.309998999999998,6.12,37.549999,57.830002,77.220001,49.720001,25.16,68.0,48.23,33.369999,40.439999
2013-01-22,51.350002,56.25,35.900002,33.02,84.57,33.849998,66.07,68.739998,62.580002,49.18,36.299999,36.68,21.24,68.389999,46.889998999999996,55.23,87.089996,49.139998999999996,42.09,52.09,24.289996,44.209998999999996,31.799999,23.540001,50.849996000000004,56.599998,35.82,68.050003,65.5,45.060001,66.690002,36.740002000000004,52.130001,73.220001,30.41,144.009995,45.0,23.48,76.32,25.66,47.240002000000004,31.99,29.17,91.58000200000001,39.18,21.299999,6.33,38.279999,58.060001,77.349998,50.68,25.459999,69.779999,48.799999,34.080002,40.540001000000004
2013-01-23,51.489998,56.880001,35.459998999999996,33.25,84.339996,33.889998999999996,67.290001,66.559998,62.77,49.0,36.200001,36.610001000000004,20.99,68.730003,46.970001,55.200001,87.68,49.18,42.349998,52.290001000000004,24.370005,43.93,31.709999,23.68,50.639998999999996,56.5,35.549999,67.470001,65.349998,44.400002,66.489998,36.720001,51.84,73.150002,30.25,145.53999299999998,45.610001000000004,23.469998999999998,75.150002,25.809998999999998,47.119999,32.25,28.77,91.540001,37.919998,21.200001,6.28,39.099998,57.529999,76.389999,50.529999,25.280001000000002,69.66999799999999,48.560001,33.66,40.560001
2013-01-24,52.350003,57.43,35.580002,33.299999,85.370003,34.580002,67.18,65.940002,63.139998999999996,49.849998,36.349998,36.970001,21.33,68.339996,46.689999,55.900002,88.470001,49.5,41.0,52.830002,24.709994000000002,44.639998999999996,31.67,23.99,50.890002,55.619999,35.889998999999996,69.269997,66.089996,45.130001,67.029999,37.759997999999996,52.169998,73.32,30.809998999999998,146.149994,45.57,24.540001,75.589996,25.98,47.889998999999996,32.349998,28.43,92.279999,38.869999,21.530001000000002,6.29,39.560001,59.299999,79.220001,51.18,25.49,71.790001,49.02,36.299999,41.040001000000004
2013-01-25,52.900001,57.700001,35.669998,33.099998,85.230003,41.080002,66.349998,63.259997999999996,63.639998999999996,50.110001000000004,36.73,37.419998,21.51,67.690002,46.139998999999996,55.959998999999996,91.0,49.720001,40.880001,53.529999,24.87,44.709998999999996,31.610001,24.17,51.729995,55.540001000000004,36.07,69.989998,66.93,45.549999,67.620003,37.57,53.540001000000004,74.470001,31.77,146.33999599999999,45.470001,24.559998999999998,75.620003,25.99,48.119999,33.0,32.049999,92.209999,38.900002,21.99,6.35,39.400002,59.32,79.58000200000001,50.82,25.51,71.0,48.799999,36.310001,41.220001
2013-01-28,53.039997,57.389998999999996,36.669998,33.470001,84.82,40.0,65.959999,62.66,63.57,50.5,36.52,37.75,21.59,67.870003,47.02,55.43,90.529999,49.310001,41.049999,53.240002000000004,24.670006,43.93,31.91,24.76,51.379998,56.450001,36.610001000000004,70.220001,67.58000200000001,45.630001,66.860001,37.84,54.18,74.620003,32.0,146.08999599999999,44.889998999999996,24.52,76.25,25.969998999999998,48.59,33.900002,33.0,92.440002,38.73,22.01,6.23,39.110001000000004,59.740002000000004,78.959999,50.75,25.799999,70.0,48.59,38.119999,40.990002000000004
2013-01-29,53.379996,57.57,37.130001,33.389998999999996,85.209999,40.310001,65.370003,62.900002,64.099998,50.759997999999996,36.5,38.040001000000004,21.51,67.75,46.810001,58.02,91.690002,49.810001,40.77,54.169998,24.730004,44.380001,32.07,24.889999,51.600004999999996,58.73,36.389998999999996,70.410004,67.389999,45.75,67.260002,37.580002,53.990002000000004,74.529999,32.060001,146.66000400000001,44.75,23.9,76.290001,26.4,48.549999,33.98,32.720001,92.709999,38.580002,22.01,6.07,39.310001,59.209998999999996,79.33000200000001,50.57,25.75,69.900002,50.23,37.75,41.48
2013-01-30,53.479992,56.52,36.669998,32.330002,84.260002,39.68,65.440002,62.349998,64.08000200000001,50.240002000000004,35.810001,37.849998,20.73,66.599998,47.040001000000004,57.049999,91.209999,49.610001000000004,40.34,53.73,24.51,44.040001000000004,31.41,24.540001,50.399995000000004,56.490002000000004,36.25,69.349998,66.489998,45.700001,66.410004,37.080002,53.599998,73.639999,31.209999,143.570007,44.380001,23.549999,75.610001,25.9,51.779999,33.830002,31.98,91.730003,38.279999,21.709999,5.8,39.27,58.360001000000004,79.209999,50.169998,25.57,68.82,50.41,36.68,40.650002
2013-01-31,53.610001000000004,57.509997999999996,36.330002,32.5,84.58000200000001,39.18,64.720001,63.169998,64.150002,50.459998999999996,35.650002,37.610001000000004,20.98,66.389999,47.349998,57.200001,91.050003,49.889998999999996,41.009997999999996,53.93,24.719998999999998,44.029999,31.57,24.700001,51.490007,55.59,36.360001000000004,69.279999,70.650002,46.220001,67.620003,37.279999,53.0,74.160004,31.219998999999998,145.720001,44.299999,23.620001000000002,75.349998,25.68,51.5,35.91,32.380001,93.620003,38.41,21.530001000000002,5.81,39.700001,57.040001000000004,79.120003,50.110001000000004,25.57,68.260002,50.279999,36.790001000000004,40.93
2013-02-01,54.170002000000004,57.560001,36.630001,32.200001,85.190002,39.77,64.400002,64.150002,65.279999,51.23,36.299999,37.950001,20.950001,67.400002,48.369999,57.59,92.019997,50.419998,41.549999,54.049999,24.850004000000002,44.93,31.950001,24.809998999999998,52.63000699999999,55.73,36.330002,69.949997,70.58000200000001,46.189999,69.019997,37.57,52.880001,74.949997,31.42,146.360001,44.529999,23.639999,75.900002,26.07,52.27,35.799999,32.91,95.849998,38.759997999999996,22.65,5.8,39.91,56.779999,80.400002,51.209998999999996,25.67,68.949997,50.900002,37.139998999999996,41.509997999999996
2013-02-04,54.400002,57.689999,36.48,31.870001000000002,84.730003,39.279999,63.549999,62.720001,65.08000200000001,50.290001000000004,35.82,37.5,20.459999,67.440002,48.009997999999996,57.07,91.32,50.0,40.400002,53.610001000000004,24.850004000000002,44.290001000000004,31.469998999999998,24.190001000000002,52.169996999999995,55.32,35.560001,69.129997,70.650002,45.48,68.410004,37.099998,52.5,73.339996,30.93,145.570007,44.209998999999996,23.5,74.790001,25.66,51.48,35.57,32.0,95.220001,38.209998999999996,22.18,5.74,39.630001,56.860001000000004,79.730003,50.330002,25.309998999999998,68.199997,50.66,36.84,40.73
2013-02-05,54.86999399999999,58.799999,36.779999,31.950001,85.269997,39.91,65.220001,63.150002,64.660004,50.84,36.450001,37.740002000000004,20.68,68.389999,48.220001,57.759997999999996,92.510002,48.959998999999996,40.669998,54.02,25.039996,44.48,31.6,24.24,52.660004,53.040001000000004,35.68,69.900002,71.400002,46.009997999999996,69.260002,37.32,53.540001000000004,77.190002,31.299999,147.679993,44.169998,23.42,74.68,26.16,52.139998999999996,36.48,32.68,95.66999799999999,38.34,22.77,5.75,40.150002,56.98,80.550003,51.41,27.26,68.83000200000001,51.52,37.029999,41.139998999999996
